stage_history_id,opp_id,stage,entered_at,exited_at,days_in_stage
8501,2284,Proposal,2024-12-26T00:00:00,,
8502,2285,Prospecting,2020-10-20T00:00:00,2020-11-06T00:00:00,17
8503,2285,Discovery,2020-11-06T00:00:00,,
8504,2286,Prospecting,2024-07-30T00:00:00,2024-08-05T00:00:00,6
8505,2286,Discovery,2024-08-05T00:00:00,2024-08-31T00:00:00,26
8506,2286,Qualification,2024-08-31T00:00:00,2024-09-19T00:00:00,19
8507,2286,Proposal,2024-09-19T00:00:00,,
8508,2287,Prospecting,2022-05-21T00:00:00,2022-06-06T00:00:00,16
8509,2287,Discovery,2022-06-06T00:00:00,,
8510,2288,Prospecting,2022-12-09T00:00:00,,
8511,2289,Prospecting,2022-01-15T00:00:00,2022-01-23T00:00:00,8
8512,2289,Discovery,2022-01-23T00:00:00,2022-01-31T00:00:00,8
8513,2289,Qualification,2022-01-31T00:00:00,,
8514,2290,Prospecting,2023-02-06T00:00:00,2023-03-25T00:00:00,47
8515,2290,Discovery,2023-03-25T00:00:00,2023-05-06T00:00:00,42
8516,2290,Qualification,2023-05-06T00:00:00,2023-07-16T00:00:00,71
8517,2290,Proposal,2023-07-16T00:00:00,2023-08-02T00:00:00,17
8518,2290,Negotiation,2023-08-02T00:00:00,2023-09-25T00:00:00,54
8519,2290,Closed Won,2023-09-25T00:00:00,2023-09-25T00:00:00,0
8520,2291,Prospecting,2024-10-02T00:00:00,2024-10-13T00:00:00,11
8521,2291,Discovery,2024-10-13T00:00:00,2024-10-27T00:00:00,14
8522,2291,Qualification,2024-10-27T00:00:00,,
8523,2292,Prospecting,2024-06-05T00:00:00,2024-06-25T00:00:00,20
8524,2292,Discovery,2024-06-25T00:00:00,,
8525,2293,Prospecting,2024-03-25T00:00:00,2024-04-27T00:00:00,33
8526,2293,Discovery,2024-04-27T00:00:00,2024-06-02T00:00:00,36
8527,2293,Qualification,2024-06-02T00:00:00,2024-06-26T00:00:00,24
8528,2293,Proposal,2024-06-26T00:00:00,2024-07-23T00:00:00,27
8529,2293,Negotiation,2024-07-23T00:00:00,2024-08-31T00:00:00,39
8530,2293,Closed Won,2024-08-31T00:00:00,2024-09-09T00:00:00,9
8531,2293,Closed Lost,2024-09-09T00:00:00,2024-09-09T00:00:00,0
8532,2294,Prospecting,2022-12-12T00:00:00,2022-12-30T00:00:00,18
8533,2294,Discovery,2022-12-30T00:00:00,2023-01-16T00:00:00,17
8534,2294,Qualification,2023-01-16T00:00:00,2023-02-21T00:00:00,36
8535,2294,Proposal,2023-02-21T00:00:00,2023-03-04T00:00:00,11
8536,2294,Negotiation,2023-03-04T00:00:00,2023-04-05T00:00:00,32
8537,2294,Closed Won,2023-04-05T00:00:00,2023-05-20T00:00:00,45
8538,2294,Closed Lost,2023-05-20T00:00:00,2023-05-20T00:00:00,0
8539,2295,Prospecting,2021-06-12T00:00:00,2021-06-23T00:00:00,11
8540,2295,Discovery,2021-06-23T00:00:00,,
8541,180,Prospecting,2024-08-17T00:00:00,2024-08-31T00:00:00,14
8542,180,Discovery,2024-08-31T00:00:00,2024-09-15T00:00:00,15
8543,180,Qualification,2024-09-15T00:00:00,2024-09-30T00:00:00,15
8544,180,Proposal,2024-09-30T00:00:00,,
8545,2297,Prospecting,2020-01-14T00:00:00,2020-01-26T00:00:00,12
8546,2297,Discovery,2020-01-26T00:00:00,,
8547,2298,Prospecting,2024-12-26T00:00:00,2024-12-27T00:00:00,1
8548,2298,Discovery,2024-12-27T00:00:00,2024-12-28T00:00:00,1
8549,2298,Qualification,2024-12-28T00:00:00,2024-12-29T00:00:00,1
8550,2298,Proposal,2024-12-29T00:00:00,2024-12-30T00:00:00,1
8551,2298,Negotiation,2024-12-30T00:00:00,2024-12-31T00:00:00,1
8552,2298,Closed Won,2024-12-31T00:00:00,2024-12-31T00:00:00,0
8553,2299,Prospecting,2024-12-11T00:00:00,2024-12-16T00:00:00,5
8554,2299,Discovery,2024-12-16T00:00:00,2024-12-31T00:00:00,15
8555,2299,Qualification,2024-12-31T00:00:00,,
8556,2300,Prospecting,2023-11-21T00:00:00,2023-12-06T00:00:00,15
8557,2300,Discovery,2023-12-06T00:00:00,2023-12-21T00:00:00,15
8558,2300,Qualification,2023-12-21T00:00:00,2024-01-03T00:00:00,13
8559,2300,Proposal,2024-01-03T00:00:00,,
8560,2301,Prospecting,2022-05-22T00:00:00,2022-05-29T00:00:00,7
8561,2301,Discovery,2022-05-29T00:00:00,,
8562,2302,Prospecting,2024-12-21T00:00:00,2025-01-07T00:00:00,17
8563,2302,Discovery,2025-01-07T00:00:00,2025-01-24T00:00:00,17
8564,2302,Qualification,2025-01-24T00:00:00,,
8565,2303,Prospecting,2024-03-28T00:00:00,2024-04-08T00:00:00,11
8566,2303,Discovery,2024-04-08T00:00:00,,
8567,2304,Prospecting,2023-09-27T00:00:00,2023-10-17T00:00:00,20
8568,2304,Discovery,2023-10-17T00:00:00,2023-10-29T00:00:00,12
8569,2304,Qualification,2023-10-29T00:00:00,2023-11-18T00:00:00,20
8570,2304,Proposal,2023-11-18T00:00:00,2023-12-13T00:00:00,25
8571,2304,Negotiation,2023-12-13T00:00:00,2024-01-31T00:00:00,49
8572,2304,Closed Won,2024-01-31T00:00:00,2024-02-15T00:00:00,15
8573,2304,Closed Lost,2024-02-15T00:00:00,2024-02-15T00:00:00,0
8574,2305,Prospecting,2024-07-07T00:00:00,2024-07-23T00:00:00,16
8575,2305,Discovery,2024-07-23T00:00:00,2024-08-11T00:00:00,19
8576,2305,Qualification,2024-08-11T00:00:00,2024-08-19T00:00:00,8
8577,2305,Proposal,2024-08-19T00:00:00,2024-08-31T00:00:00,12
8578,2305,Negotiation,2024-08-31T00:00:00,2024-09-17T00:00:00,17
8579,2305,Closed Won,2024-09-17T00:00:00,2024-09-21T00:00:00,4
8580,2305,Closed Lost,2024-09-21T00:00:00,2024-09-21T00:00:00,0
8581,2306,Prospecting,2022-11-15T00:00:00,2022-11-28T00:00:00,13
8582,2306,Discovery,2022-11-28T00:00:00,,
8583,2307,Prospecting,2024-05-29T00:00:00,2024-06-11T00:00:00,13
8584,2307,Discovery,2024-06-11T00:00:00,,
8585,2308,Prospecting,2024-12-19T00:00:00,2024-12-24T00:00:00,5
8586,2308,Discovery,2024-12-24T00:00:00,,
8587,2309,Prospecting,2023-11-10T00:00:00,2023-11-22T00:00:00,12
8588,2309,Discovery,2023-11-22T00:00:00,2023-12-02T00:00:00,10
8589,2309,Qualification,2023-12-02T00:00:00,2023-12-19T00:00:00,17
8590,2309,Proposal,2023-12-19T00:00:00,2024-01-06T00:00:00,18
8591,2309,Negotiation,2024-01-06T00:00:00,2024-02-06T00:00:00,31
8592,2309,Closed Won,2024-02-06T00:00:00,2024-02-23T00:00:00,17
8593,2309,Closed Lost,2024-02-23T00:00:00,2024-02-23T00:00:00,0
8594,2310,Prospecting,2023-09-25T00:00:00,2023-10-06T00:00:00,11
8595,2310,Discovery,2023-10-06T00:00:00,,
8596,2311,Prospecting,2024-11-05T00:00:00,2024-11-16T00:00:00,11
8597,2311,Discovery,2024-11-16T00:00:00,2024-11-27T00:00:00,11
8598,2311,Qualification,2024-11-27T00:00:00,2024-12-06T00:00:00,9
8599,2311,Proposal,2024-12-06T00:00:00,2024-12-10T00:00:00,4
8600,2311,Negotiation,2024-12-10T00:00:00,2024-12-17T00:00:00,7
8601,2311,Closed Won,2024-12-17T00:00:00,2024-12-28T00:00:00,11
8602,2311,Closed Lost,2024-12-28T00:00:00,2024-12-28T00:00:00,0
8603,2312,Prospecting,2022-03-20T00:00:00,,
8604,2313,Prospecting,2022-03-09T00:00:00,2022-03-13T00:00:00,4
8605,2313,Discovery,2022-03-13T00:00:00,2022-03-31T00:00:00,18
8606,2313,Qualification,2022-03-31T00:00:00,,
8607,2314,Prospecting,2024-05-15T00:00:00,2024-05-23T00:00:00,8
8608,2314,Discovery,2024-05-23T00:00:00,,
8609,2315,Prospecting,2024-11-01T00:00:00,2024-11-17T00:00:00,16
8610,2315,Discovery,2024-11-17T00:00:00,2024-11-26T00:00:00,9
8611,2315,Qualification,2024-11-26T00:00:00,2024-12-10T00:00:00,14
8612,2315,Proposal,2024-12-10T00:00:00,2024-12-22T00:00:00,12
8613,2315,Negotiation,2024-12-22T00:00:00,,
8614,2316,Prospecting,2024-03-08T00:00:00,2024-03-15T00:00:00,7
8615,2316,Discovery,2024-03-15T00:00:00,,
8616,2317,Prospecting,2024-12-24T00:00:00,,
8617,2318,Prospecting,2024-08-16T00:00:00,2024-09-02T00:00:00,17
8618,2318,Discovery,2024-09-02T00:00:00,2024-09-21T00:00:00,19
8619,2318,Qualification,2024-09-21T00:00:00,,
8620,2319,Prospecting,2024-12-27T00:00:00,2024-12-28T00:00:00,1
8621,2319,Discovery,2024-12-28T00:00:00,2024-12-29T00:00:00,1
8622,2319,Qualification,2024-12-29T00:00:00,2024-12-30T00:00:00,1
8623,2319,Proposal,2024-12-30T00:00:00,2024-12-31T00:00:00,1
8624,2319,Negotiation,2024-12-31T00:00:00,2025-01-01T00:00:00,1
8625,2319,Closed Won,2025-01-01T00:00:00,2025-01-01T00:00:00,0
8626,2320,Prospecting,2023-07-18T00:00:00,2023-07-25T00:00:00,7
8627,2320,Discovery,2023-07-25T00:00:00,2023-08-13T00:00:00,19
8628,2320,Qualification,2023-08-13T00:00:00,2023-08-30T00:00:00,17
8629,2320,Proposal,2023-08-30T00:00:00,,
8630,2321,Prospecting,2024-11-12T00:00:00,2024-11-21T00:00:00,9
8631,2321,Discovery,2024-11-21T00:00:00,2024-12-14T00:00:00,23
8632,2321,Qualification,2024-12-14T00:00:00,2025-01-01T00:00:00,18
8633,2321,Proposal,2025-01-01T00:00:00,,
8634,2322,Prospecting,2024-07-01T00:00:00,2024-07-14T00:00:00,13
8635,2322,Discovery,2024-07-14T00:00:00,2024-08-10T00:00:00,27
8636,2322,Qualification,2024-08-10T00:00:00,2024-08-23T00:00:00,13
8637,2322,Proposal,2024-08-23T00:00:00,2024-08-29T00:00:00,6
8638,2322,Negotiation,2024-08-29T00:00:00,,
8639,2323,Prospecting,2024-12-24T00:00:00,2025-01-04T00:00:00,11
8640,2323,Discovery,2025-01-04T00:00:00,,
8641,2324,Prospecting,2024-04-18T00:00:00,2024-04-29T00:00:00,11
8642,2324,Discovery,2024-04-29T00:00:00,2024-05-16T00:00:00,17
8643,2324,Qualification,2024-05-16T00:00:00,2024-06-05T00:00:00,20
8644,2324,Proposal,2024-06-05T00:00:00,2024-06-14T00:00:00,9
8645,2324,Negotiation,2024-06-14T00:00:00,2024-07-01T00:00:00,17
8646,2324,Closed Won,2024-07-01T00:00:00,2024-07-22T00:00:00,21
8647,2324,Closed Lost,2024-07-22T00:00:00,2024-07-22T00:00:00,0
8648,2325,Prospecting,2023-06-08T00:00:00,,
8649,2326,Prospecting,2024-10-21T00:00:00,,
8650,2327,Prospecting,2023-05-27T00:00:00,2023-06-20T00:00:00,24
8651,2327,Discovery,2023-06-20T00:00:00,2023-08-19T00:00:00,60
8652,2327,Qualification,2023-08-19T00:00:00,2023-09-10T00:00:00,22
8653,2327,Proposal,2023-09-10T00:00:00,2023-10-05T00:00:00,25
8654,2327,Negotiation,2023-10-05T00:00:00,2023-11-20T00:00:00,46
8655,2327,Closed Won,2023-11-20T00:00:00,2023-12-16T00:00:00,26
8656,2327,Closed Lost,2023-12-16T00:00:00,2023-12-16T00:00:00,0
8657,895,Prospecting,2024-02-06T00:00:00,2024-02-21T00:00:00,15
8658,895,Discovery,2024-02-21T00:00:00,2024-03-12T00:00:00,20
8659,895,Qualification,2024-03-12T00:00:00,,
8660,2329,Prospecting,2024-10-16T00:00:00,2024-10-26T00:00:00,10
8661,2329,Discovery,2024-10-26T00:00:00,2024-11-07T00:00:00,12
8662,2329,Qualification,2024-11-07T00:00:00,2024-11-10T00:00:00,3
8663,2329,Proposal,2024-11-10T00:00:00,2024-11-15T00:00:00,5
8664,2329,Negotiation,2024-11-15T00:00:00,2024-11-28T00:00:00,13
8665,2329,Closed Won,2024-11-28T00:00:00,2024-12-01T00:00:00,3
8666,2329,Closed Lost,2024-12-01T00:00:00,2024-12-01T00:00:00,0
8667,2330,Prospecting,2021-08-09T00:00:00,2021-08-16T00:00:00,7
8668,2330,Discovery,2021-08-16T00:00:00,2021-09-10T00:00:00,25
8669,2330,Qualification,2021-09-10T00:00:00,2021-09-16T00:00:00,6
8670,2330,Proposal,2021-09-16T00:00:00,2021-09-30T00:00:00,14
8671,2330,Negotiation,2021-09-30T00:00:00,2021-10-20T00:00:00,20
8672,2330,Closed Won,2021-10-20T00:00:00,2021-10-20T00:00:00,0
8673,2331,Prospecting,2024-08-15T00:00:00,2024-08-26T00:00:00,11
8674,2331,Discovery,2024-08-26T00:00:00,2024-09-16T00:00:00,21
8675,2331,Qualification,2024-09-16T00:00:00,,
8676,2332,Prospecting,2024-10-01T00:00:00,2024-10-06T00:00:00,5
8677,2332,Discovery,2024-10-06T00:00:00,2024-10-31T00:00:00,25
8678,2332,Qualification,2024-10-31T00:00:00,2024-11-10T00:00:00,10
8679,2332,Proposal,2024-11-10T00:00:00,2024-11-17T00:00:00,7
8680,2332,Negotiation,2024-11-17T00:00:00,2024-12-03T00:00:00,16
8681,2332,Closed Won,2024-12-03T00:00:00,2024-12-28T00:00:00,25
8682,2332,Closed Lost,2024-12-28T00:00:00,2024-12-28T00:00:00,0
8683,2333,Prospecting,2022-11-07T00:00:00,,
8684,2334,Prospecting,2024-11-15T00:00:00,,
8685,2335,Prospecting,2024-11-04T00:00:00,2024-11-14T00:00:00,10
8686,2335,Discovery,2024-11-14T00:00:00,2024-11-24T00:00:00,10
8687,2335,Qualification,2024-11-24T00:00:00,2024-12-04T00:00:00,10
8688,2335,Proposal,2024-12-04T00:00:00,2024-12-11T00:00:00,7
8689,2335,Negotiation,2024-12-11T00:00:00,2024-12-23T00:00:00,12
8690,2335,Closed Won,2024-12-23T00:00:00,2024-12-28T00:00:00,5
8691,2335,Closed Lost,2024-12-28T00:00:00,2024-12-28T00:00:00,0
8692,2336,Prospecting,2022-06-15T00:00:00,2022-07-21T00:00:00,36
8693,2336,Discovery,2022-07-21T00:00:00,2022-08-20T00:00:00,30
8694,2336,Qualification,2022-08-20T00:00:00,2022-10-19T00:00:00,60
8695,2336,Proposal,2022-10-19T00:00:00,2022-10-30T00:00:00,11
8696,2336,Negotiation,2022-10-30T00:00:00,2022-12-06T00:00:00,37
8697,2336,Closed Won,2022-12-06T00:00:00,2022-12-25T00:00:00,19
8698,2336,Closed Lost,2022-12-25T00:00:00,2022-12-25T00:00:00,0
8699,2337,Prospecting,2023-04-11T00:00:00,2023-04-26T00:00:00,15
8700,2337,Discovery,2023-04-26T00:00:00,2023-05-07T00:00:00,11
8701,2337,Qualification,2023-05-07T00:00:00,,
8702,2338,Prospecting,2024-12-21T00:00:00,,
8703,2339,Prospecting,2021-12-10T00:00:00,,
8704,2340,Prospecting,2024-11-26T00:00:00,2024-12-03T00:00:00,7
8705,2340,Discovery,2024-12-03T00:00:00,2024-12-08T00:00:00,5
8706,2340,Qualification,2024-12-08T00:00:00,2024-12-14T00:00:00,6
8707,2340,Proposal,2024-12-14T00:00:00,2024-12-16T00:00:00,2
8708,2340,Negotiation,2024-12-16T00:00:00,2024-12-22T00:00:00,6
8709,2340,Closed Won,2024-12-22T00:00:00,2024-12-28T00:00:00,6
8710,2340,Closed Lost,2024-12-28T00:00:00,2024-12-28T00:00:00,0
8711,2341,Prospecting,2021-11-05T00:00:00,2021-11-23T00:00:00,18
8712,2341,Discovery,2021-11-23T00:00:00,2021-12-07T00:00:00,14
8713,2341,Qualification,2021-12-07T00:00:00,2021-12-18T00:00:00,11
8714,2341,Proposal,2021-12-18T00:00:00,,
8715,2342,Prospecting,2023-06-08T00:00:00,2023-06-13T00:00:00,5
8716,2342,Discovery,2023-06-13T00:00:00,2023-07-08T00:00:00,25
8717,2342,Qualification,2023-07-08T00:00:00,2023-07-16T00:00:00,8
8718,2342,Proposal,2023-07-16T00:00:00,,
8719,2343,Prospecting,2024-10-09T00:00:00,,
8720,2344,Prospecting,2021-05-21T00:00:00,2021-06-05T00:00:00,15
8721,2344,Discovery,2021-06-05T00:00:00,2021-06-23T00:00:00,18
8722,2344,Qualification,2021-06-23T00:00:00,,
8723,2345,Prospecting,2024-12-29T00:00:00,2025-01-05T00:00:00,7
8724,2345,Discovery,2025-01-05T00:00:00,2025-01-26T00:00:00,21
8725,2345,Qualification,2025-01-26T00:00:00,,
8726,823,Prospecting,2024-10-25T00:00:00,2024-11-05T00:00:00,11
8727,823,Discovery,2024-11-05T00:00:00,2024-11-21T00:00:00,16
8728,823,Qualification,2024-11-21T00:00:00,,
8729,2347,Prospecting,2023-08-24T00:00:00,2023-09-01T00:00:00,8
8730,2347,Discovery,2023-09-01T00:00:00,2023-10-08T00:00:00,37
8731,2347,Qualification,2023-10-08T00:00:00,2023-10-21T00:00:00,13
8732,2347,Proposal,2023-10-21T00:00:00,2023-11-03T00:00:00,13
8733,2347,Negotiation,2023-11-03T00:00:00,2023-12-02T00:00:00,29
8734,2347,Closed Won,2023-12-02T00:00:00,2024-01-04T00:00:00,33
8735,2347,Closed Lost,2024-01-04T00:00:00,2024-01-04T00:00:00,0
8736,2348,Prospecting,2024-09-13T00:00:00,2024-09-21T00:00:00,8
8737,2348,Discovery,2024-09-21T00:00:00,,
8738,2349,Prospecting,2024-11-26T00:00:00,2024-12-02T00:00:00,6
8739,2349,Discovery,2024-12-02T00:00:00,2024-12-13T00:00:00,11
8740,2349,Qualification,2024-12-13T00:00:00,2024-12-16T00:00:00,3
8741,2349,Proposal,2024-12-16T00:00:00,2024-12-19T00:00:00,3
8742,2349,Negotiation,2024-12-19T00:00:00,2024-12-29T00:00:00,10
8743,2349,Closed Won,2024-12-29T00:00:00,2024-12-29T00:00:00,0
8744,2350,Prospecting,2024-11-09T00:00:00,2024-11-15T00:00:00,6
8745,2350,Discovery,2024-11-15T00:00:00,2024-12-04T00:00:00,19
8746,2350,Qualification,2024-12-04T00:00:00,,
8747,2351,Prospecting,2024-07-09T00:00:00,,
8748,2352,Prospecting,2023-02-04T00:00:00,2023-02-05T00:00:00,1
8749,2352,Discovery,2023-02-05T00:00:00,2023-02-10T00:00:00,5
8750,2352,Qualification,2023-02-10T00:00:00,2023-02-11T00:00:00,1
8751,2352,Proposal,2023-02-11T00:00:00,2023-02-14T00:00:00,3
8752,2352,Negotiation,2023-02-14T00:00:00,2023-02-20T00:00:00,6
8753,2352,Closed Won,2023-02-20T00:00:00,2023-02-21T00:00:00,1
8754,2352,Closed Lost,2023-02-21T00:00:00,2023-02-21T00:00:00,0
8755,441,Prospecting,2024-10-05T00:00:00,2024-10-14T00:00:00,9
8756,441,Discovery,2024-10-14T00:00:00,2024-10-31T00:00:00,17
8757,441,Qualification,2024-10-31T00:00:00,2024-11-08T00:00:00,8
8758,441,Proposal,2024-11-08T00:00:00,2024-11-18T00:00:00,10
8759,441,Negotiation,2024-11-18T00:00:00,2024-12-01T00:00:00,13
8760,441,Closed Won,2024-12-01T00:00:00,2024-12-28T00:00:00,27
8761,441,Closed Lost,2024-12-28T00:00:00,2024-12-28T00:00:00,0
8762,407,Prospecting,2024-06-08T00:00:00,2024-06-13T00:00:00,5
8763,407,Discovery,2024-06-13T00:00:00,2024-06-18T00:00:00,5
8764,407,Qualification,2024-06-18T00:00:00,2024-06-25T00:00:00,7
8765,407,Proposal,2024-06-25T00:00:00,2024-06-26T00:00:00,1
8766,407,Negotiation,2024-06-26T00:00:00,2024-07-03T00:00:00,7
8767,407,Closed Won,2024-07-03T00:00:00,2024-07-09T00:00:00,6
8768,407,Closed Lost,2024-07-09T00:00:00,2024-07-09T00:00:00,0
8769,2355,Prospecting,2023-08-26T00:00:00,2023-09-07T00:00:00,12
8770,2355,Discovery,2023-09-07T00:00:00,2023-09-21T00:00:00,14
8771,2355,Qualification,2023-09-21T00:00:00,,
8772,2356,Prospecting,2024-07-04T00:00:00,2024-07-12T00:00:00,8
8773,2356,Discovery,2024-07-12T00:00:00,,
8774,2357,Prospecting,2024-01-10T00:00:00,2024-01-16T00:00:00,6
8775,2357,Discovery,2024-01-16T00:00:00,2024-02-02T00:00:00,17
8776,2357,Qualification,2024-02-02T00:00:00,2024-02-11T00:00:00,9
8777,2357,Proposal,2024-02-11T00:00:00,2024-02-21T00:00:00,10
8778,2357,Negotiation,2024-02-21T00:00:00,2024-03-12T00:00:00,20
8779,2357,Closed Won,2024-03-12T00:00:00,2024-03-24T00:00:00,12
8780,2357,Closed Lost,2024-03-24T00:00:00,2024-03-24T00:00:00,0
8781,2358,Prospecting,2024-08-09T00:00:00,2024-08-21T00:00:00,12
8782,2358,Discovery,2024-08-21T00:00:00,2024-09-02T00:00:00,12
8783,2358,Qualification,2024-09-02T00:00:00,,
8784,2359,Prospecting,2024-12-10T00:00:00,2024-12-25T00:00:00,15
8785,2359,Discovery,2024-12-25T00:00:00,2025-01-09T00:00:00,15
8786,2359,Qualification,2025-01-09T00:00:00,,
8787,2360,Prospecting,2021-02-03T00:00:00,2021-02-11T00:00:00,8
8788,2360,Discovery,2021-02-11T00:00:00,2021-03-02T00:00:00,19
8789,2360,Qualification,2021-03-02T00:00:00,,
8790,2361,Prospecting,2021-06-09T00:00:00,2021-06-16T00:00:00,7
8791,2361,Discovery,2021-06-16T00:00:00,2021-06-30T00:00:00,14
8792,2361,Qualification,2021-06-30T00:00:00,2021-07-21T00:00:00,21
8793,2361,Proposal,2021-07-21T00:00:00,,
8794,2362,Prospecting,2021-07-01T00:00:00,2021-07-12T00:00:00,11
8795,2362,Discovery,2021-07-12T00:00:00,,
8796,2363,Prospecting,2022-12-06T00:00:00,2022-12-24T00:00:00,18
8797,2363,Discovery,2022-12-24T00:00:00,2023-01-07T00:00:00,14
8798,2363,Qualification,2023-01-07T00:00:00,2023-01-15T00:00:00,8
8799,2363,Proposal,2023-01-15T00:00:00,2023-01-21T00:00:00,6
8800,2363,Negotiation,2023-01-21T00:00:00,2023-03-02T00:00:00,40
8801,2363,Closed Won,2023-03-02T00:00:00,2023-03-13T00:00:00,11
8802,2363,Closed Lost,2023-03-13T00:00:00,2023-03-13T00:00:00,0
8803,2364,Prospecting,2024-06-12T00:00:00,2024-06-22T00:00:00,10
8804,2364,Discovery,2024-06-22T00:00:00,,
8805,2365,Prospecting,2024-11-01T00:00:00,2024-11-11T00:00:00,10
8806,2365,Discovery,2024-11-11T00:00:00,2024-11-21T00:00:00,10
8807,2365,Qualification,2024-11-21T00:00:00,2024-11-28T00:00:00,7
8808,2365,Proposal,2024-11-28T00:00:00,2024-12-07T00:00:00,9
8809,2365,Negotiation,2024-12-07T00:00:00,2024-12-25T00:00:00,18
8810,2365,Closed Won,2024-12-25T00:00:00,2024-12-28T00:00:00,3
8811,2365,Closed Lost,2024-12-28T00:00:00,2024-12-28T00:00:00,0
8812,2366,Prospecting,2024-02-14T00:00:00,2024-02-28T00:00:00,14
8813,2366,Discovery,2024-02-28T00:00:00,2024-03-24T00:00:00,25
8814,2366,Qualification,2024-03-24T00:00:00,2024-04-11T00:00:00,18
8815,2366,Proposal,2024-04-11T00:00:00,2024-04-15T00:00:00,4
8816,2366,Negotiation,2024-04-15T00:00:00,2024-04-27T00:00:00,12
8817,2366,Closed Won,2024-04-27T00:00:00,2024-05-18T00:00:00,21
8818,2366,Closed Lost,2024-05-18T00:00:00,2024-05-18T00:00:00,0
8819,2367,Prospecting,2023-12-09T00:00:00,2023-12-17T00:00:00,8
8820,2367,Discovery,2023-12-17T00:00:00,2024-01-14T00:00:00,28
8821,2367,Qualification,2024-01-14T00:00:00,,
8822,1756,Prospecting,2024-08-11T00:00:00,2024-08-17T00:00:00,6
8823,1756,Discovery,2024-08-17T00:00:00,,
8824,2369,Prospecting,2024-06-14T00:00:00,2024-07-03T00:00:00,19
8825,2369,Discovery,2024-07-03T00:00:00,2024-07-22T00:00:00,19
8826,2369,Qualification,2024-07-22T00:00:00,2024-07-31T00:00:00,9
8827,2369,Proposal,2024-07-31T00:00:00,2024-08-11T00:00:00,11
8828,2369,Negotiation,2024-08-11T00:00:00,2024-08-29T00:00:00,18
8829,2369,Closed Won,2024-08-29T00:00:00,2024-09-20T00:00:00,22
8830,2369,Closed Lost,2024-09-20T00:00:00,2024-09-20T00:00:00,0
8831,2370,Prospecting,2024-08-16T00:00:00,2024-08-26T00:00:00,10
8832,2370,Discovery,2024-08-26T00:00:00,2024-09-11T00:00:00,16
8833,2370,Qualification,2024-09-11T00:00:00,2024-09-15T00:00:00,4
8834,2370,Proposal,2024-09-15T00:00:00,2024-09-28T00:00:00,13
8835,2370,Negotiation,2024-09-28T00:00:00,,
8836,2371,Prospecting,2024-10-06T00:00:00,,
8837,2372,Prospecting,2024-12-26T00:00:00,2025-01-06T00:00:00,11
8838,2372,Discovery,2025-01-06T00:00:00,,
8839,2373,Prospecting,2024-01-25T00:00:00,2024-01-31T00:00:00,6
8840,2373,Discovery,2024-01-31T00:00:00,2024-02-13T00:00:00,13
8841,2373,Qualification,2024-02-13T00:00:00,2024-02-29T00:00:00,16
8842,2373,Proposal,2024-02-29T00:00:00,2024-03-13T00:00:00,13
8843,2373,Negotiation,2024-03-13T00:00:00,,
8844,2374,Prospecting,2024-09-09T00:00:00,,
8845,2375,Prospecting,2020-10-14T00:00:00,2020-10-26T00:00:00,12
8846,2375,Discovery,2020-10-26T00:00:00,,
8847,2376,Prospecting,2021-08-19T00:00:00,2021-09-01T00:00:00,13
8848,2376,Discovery,2021-09-01T00:00:00,2021-10-01T00:00:00,30
8849,2376,Qualification,2021-10-01T00:00:00,2021-10-15T00:00:00,14
8850,2376,Proposal,2021-10-15T00:00:00,2021-10-23T00:00:00,8
8851,2376,Negotiation,2021-10-23T00:00:00,2021-11-06T00:00:00,14
8852,2376,Closed Won,2021-11-06T00:00:00,2021-11-06T00:00:00,0
8853,2377,Prospecting,2023-09-07T00:00:00,2023-09-14T00:00:00,7
8854,2377,Discovery,2023-09-14T00:00:00,2023-10-08T00:00:00,24
8855,2377,Qualification,2023-10-08T00:00:00,2023-10-19T00:00:00,11
8856,2377,Proposal,2023-10-19T00:00:00,2023-10-24T00:00:00,5
8857,2377,Negotiation,2023-10-24T00:00:00,2023-11-26T00:00:00,33
8858,2377,Closed Won,2023-11-26T00:00:00,2023-11-26T00:00:00,0
8859,2378,Prospecting,2022-06-02T00:00:00,2022-06-12T00:00:00,10
8860,2378,Discovery,2022-06-12T00:00:00,2022-07-06T00:00:00,24
8861,2378,Qualification,2022-07-06T00:00:00,,
8862,2379,Prospecting,2023-08-15T00:00:00,2023-08-24T00:00:00,9
8863,2379,Discovery,2023-08-24T00:00:00,2023-09-20T00:00:00,27
8864,2379,Qualification,2023-09-20T00:00:00,2023-10-12T00:00:00,22
8865,2379,Proposal,2023-10-12T00:00:00,2023-10-20T00:00:00,8
8866,2379,Negotiation,2023-10-20T00:00:00,2023-11-25T00:00:00,36
8867,2379,Closed Won,2023-11-25T00:00:00,2023-12-19T00:00:00,24
8868,2379,Closed Lost,2023-12-19T00:00:00,2023-12-19T00:00:00,0
8869,2380,Prospecting,2024-12-13T00:00:00,2024-12-31T00:00:00,18
8870,2380,Discovery,2024-12-31T00:00:00,2025-01-16T00:00:00,16
8871,2380,Qualification,2025-01-16T00:00:00,,
8872,2381,Prospecting,2020-11-28T00:00:00,,
8873,2382,Prospecting,2023-10-12T00:00:00,2023-10-30T00:00:00,18
8874,2382,Discovery,2023-10-30T00:00:00,2023-11-22T00:00:00,23
8875,2382,Qualification,2023-11-22T00:00:00,2023-12-02T00:00:00,10
8876,2382,Proposal,2023-12-02T00:00:00,2023-12-06T00:00:00,4
