contact_role_id,contact_id,opp_id,role,is_primary
3758,2304,2419,Coach,False
3759,1298,2419,Legal Reviewer,False
3760,2002,2420,Technical Evaluator,False
3761,2490,2420,Executive Sponsor,True
3762,1835,2421,Blocker,False
3763,1546,2421,Coach,False
3764,869,2421,Champion,True
3765,1389,2422,Champion,True
3766,685,2423,End User,False
3767,2581,2423,Coach,False
3768,1873,2424,Economic Buyer,True
3769,46,2426,Coach,False
3770,2690,2427,Technical Evaluator,False
3771,1835,2427,Champion,True
3772,869,2427,Blocker,False
3773,1490,2428,Champion,True
3774,216,2429,Economic Buyer,True
3775,886,2429,Technical Evaluator,False
3776,240,2430,Champion,True
3777,2703,2430,Technical Evaluator,False
3778,640,2430,Executive Sponsor,True
3779,2820,2431,Champion,True
3780,385,2431,End User,False
3781,792,2431,Legal Reviewer,False
3782,1474,2431,Economic Buyer,True
3783,2307,2432,Economic Buyer,True
3784,2603,2432,Champion,True
3785,880,2433,End User,False
3786,1917,2434,Executive Sponsor,True
3787,1726,2436,Economic Buyer,True
3788,254,2436,End User,False
3789,844,2437,Technical Evaluator,False
3790,2847,2437,Champion,True
3791,505,2438,Technical Evaluator,False
3792,397,2116,End User,False
3793,355,2116,Technical Evaluator,False
3794,686,2116,Economic Buyer,True
3795,580,2440,Champion,True
3796,2359,2441,End User,False
3797,2499,2442,Legal Reviewer,False
3798,1935,2443,Technical Evaluator,False
3799,2,2444,Legal Reviewer,False
3800,880,2444,Technical Evaluator,False
3801,557,2445,Technical Evaluator,False
3802,604,2446,Technical Evaluator,False
3803,1127,2447,Coach,False
3804,1375,2448,Economic Buyer,True
3805,341,2448,Technical Evaluator,False
3806,1062,2449,Technical Evaluator,False
3807,173,2450,Technical Evaluator,False
3808,2052,2451,Executive Sponsor,True
3809,1610,1326,Economic Buyer,True
3810,772,2453,Economic Buyer,True
3811,2164,2453,Technical Evaluator,False
3812,2206,2454,Champion,True
3813,111,2454,Blocker,False
3814,2245,2455,Champion,True
3815,118,2455,End User,False
3816,384,2455,Economic Buyer,True
3817,1863,2455,Legal Reviewer,False
3818,1096,2456,Champion,True
3819,1490,2457,Economic Buyer,True
3820,2560,2458,Executive Sponsor,True
3821,684,2459,Champion,True
3822,2299,2459,End User,False
3823,2280,2459,Technical Evaluator,False
3824,2811,2459,Economic Buyer,True
3825,2209,2460,Champion,True
3826,2052,2460,End User,False
3827,672,2462,Technical Evaluator,False
3828,1907,2462,Champion,True
3829,336,2463,Executive Sponsor,True
3830,1237,2463,Legal Reviewer,False
3831,2470,2464,Economic Buyer,True
3832,956,2464,Champion,True
3833,260,2465,Technical Evaluator,False
3834,1825,2465,Economic Buyer,True
3835,1329,2465,End User,False
3836,889,2466,Economic Buyer,True
3837,481,2467,Coach,False
3838,2872,2467,Executive Sponsor,True
3839,1298,2468,Economic Buyer,True
3840,2474,2468,Technical Evaluator,False
3841,2231,2468,Executive Sponsor,True
3842,1957,2469,Blocker,False
3843,1364,2470,Executive Sponsor,True
3844,1137,2471,Coach,False
3845,427,2471,Champion,True
3846,976,2471,Executive Sponsor,True
3847,1602,2472,Technical Evaluator,False
3848,2404,2473,Legal Reviewer,False
3849,1509,2474,Economic Buyer,True
3850,753,2474,Executive Sponsor,True
3851,2178,2475,Champion,True
3852,50,2475,Technical Evaluator,False
3853,2912,2476,Blocker,False
3854,2239,2477,Economic Buyer,True
3855,2051,2478,Coach,False
3856,1288,2479,Champion,True
3857,327,2480,End User,False
3858,1084,2482,Economic Buyer,True
3859,400,2482,Blocker,False
3860,2928,2483,End User,False
3861,1943,2483,Economic Buyer,True
3862,658,2483,Technical Evaluator,False
3863,62,2483,Champion,True
3864,59,2484,Technical Evaluator,False
3865,2395,2485,Technical Evaluator,False
3866,1193,2485,Legal Reviewer,False
3867,1657,2485,Champion,True
3868,2769,2485,Executive Sponsor,True
3869,1427,2486,Executive Sponsor,True
3870,2439,2487,Executive Sponsor,True
3871,1868,2487,Coach,False
3872,1894,2487,Champion,True
3873,1938,2488,Technical Evaluator,False
3874,2707,2488,Executive Sponsor,True
3875,115,2489,Legal Reviewer,False
3876,989,2490,Executive Sponsor,True
3877,1788,2491,Champion,True
3878,131,2492,Legal Reviewer,False
3879,2729,2492,Champion,True
3880,1070,2492,Executive Sponsor,True
3881,777,2493,Blocker,False
3882,1117,2493,Champion,True
3883,1644,2493,Executive Sponsor,True
3884,610,2494,Coach,False
3885,1676,2494,Technical Evaluator,False
3886,2777,2494,Legal Reviewer,False
3887,691,2494,Champion,True
3888,1374,2496,Champion,True
3889,1361,2496,End User,False
3890,1841,2497,Economic Buyer,True
3891,2445,1921,Technical Evaluator,False
3892,2850,2499,Champion,True
3893,2037,2499,Technical Evaluator,False
3894,2316,2500,Champion,True
3895,1808,2500,Economic Buyer,True
3896,2372,2500,Technical Evaluator,False
3897,867,2501,Technical Evaluator,False
3898,2123,2502,Blocker,False
3899,2725,2503,End User,False
3900,826,2504,Legal Reviewer,False
3901,50,2504,Coach,False
3902,544,2505,Technical Evaluator,False
3903,2068,2505,Economic Buyer,True
3904,1295,2506,Legal Reviewer,False
3905,1512,2506,Technical Evaluator,False
3906,882,2506,Champion,True
3907,1617,2507,End User,False
3908,1258,2507,Technical Evaluator,False
3909,144,2508,End User,False
3910,547,2508,Coach,False
3911,1206,2508,Champion,True
3912,434,2509,Economic Buyer,True
3913,2313,2509,Legal Reviewer,False
3914,1732,2509,Coach,False
3915,1599,2510,Champion,True
3916,1817,2511,Champion,True
3917,1303,2512,End User,False
3918,1043,2512,Legal Reviewer,False
3919,48,2513,Economic Buyer,True
3920,1758,2513,End User,False
3921,2831,2513,Champion,True
3922,1190,2513,Technical Evaluator,False
3923,158,2514,Economic Buyer,True
3924,437,2514,Technical Evaluator,False
3925,1478,2515,Executive Sponsor,True
3926,1891,2516,Economic Buyer,True
3927,152,2517,Technical Evaluator,False
3928,1614,2518,Technical Evaluator,False
3929,1860,2518,Legal Reviewer,False
3930,2737,2519,Technical Evaluator,False
3931,2587,2520,Blocker,False
3932,68,2520,Economic Buyer,True
3933,806,2521,Champion,True
3934,1237,2521,Economic Buyer,True
3935,371,2522,Coach,False
3936,365,2522,End User,False
3937,1098,2523,Technical Evaluator,False
3938,1973,2523,Blocker,False
3939,1677,2525,Technical Evaluator,False
3940,2411,2525,End User,False
3941,1390,2525,Champion,True
3942,190,2525,Coach,False
3943,1220,2526,End User,False
3944,1688,2527,Champion,True
3945,1915,2528,End User,False
3946,2021,2528,Legal Reviewer,False
3947,177,2530,End User,False
3948,2274,2531,Blocker,False
3949,2046,2531,Technical Evaluator,False
3950,909,2532,Executive Sponsor,True
3951,1612,2533,Champion,True
3952,2714,2534,Champion,True
3953,1439,2535,Blocker,False
3954,1844,2537,Technical Evaluator,False
3955,2580,2537,End User,False
3956,2678,2538,Technical Evaluator,False
3957,1519,2538,Economic Buyer,True
3958,861,2539,Legal Reviewer,False
3959,1803,2539,Technical Evaluator,False
3960,1814,2541,End User,False
3961,538,2541,Champion,True
3962,724,2541,Technical Evaluator,False
3963,1031,2542,Economic Buyer,True
3964,2931,2543,Technical Evaluator,False
3965,1333,2544,Technical Evaluator,False
3966,2804,2545,Legal Reviewer,False
3967,2813,2546,Champion,True
3968,1640,2547,End User,False
3969,1800,2547,Champion,True
3970,1375,2548,Champion,True
3971,1464,2549,Technical Evaluator,False
3972,1294,2550,End User,False
3973,2248,2550,Champion,True
3974,2906,2205,Blocker,False
3975,2526,2552,Executive Sponsor,True
3976,1732,2553,End User,False
3977,2313,2553,Champion,True
3978,1373,2554,Technical Evaluator,False
3979,2826,2554,Executive Sponsor,True
3980,2366,2555,End User,False
3981,2420,2555,Champion,True
3982,2819,2555,Executive Sponsor,True
3983,1629,2556,Blocker,False
3984,1068,2557,Executive Sponsor,True
3985,333,2558,Blocker,False
3986,904,2558,End User,False
3987,1470,2559,Executive Sponsor,True
3988,782,2559,Coach,False
3989,1376,2560,Champion,True
3990,2512,2561,Technical Evaluator,False
3991,1367,2562,Coach,False
3992,493,2563,Champion,True
3993,848,2564,Coach,False
3994,1796,2564,Economic Buyer,True
3995,702,2564,Champion,True
3996,1427,2565,Champion,True
3997,2692,2566,End User,False
3998,2402,2566,Executive Sponsor,True
3999,572,2567,Champion,True
4000,1364,2568,Champion,True
4001,2598,2569,Legal Reviewer,False
4002,637,2570,Economic Buyer,True
4003,2351,2570,Coach,False
4004,655,2570,End User,False
4005,2014,2571,Economic Buyer,True
4006,137,2572,Executive Sponsor,True
4007,1475,2573,Executive Sponsor,True
4008,1354,2574,Executive Sponsor,True
4009,569,2574,Champion,True
4010,523,2575,End User,False
4011,878,2575,Executive Sponsor,True
4012,387,2575,Blocker,False
4013,1628,2576,Champion,True
4014,810,2577,Champion,True
4015,1070,2578,Economic Buyer,True
4016,131,2578,Executive Sponsor,True
4017,1513,2579,Legal Reviewer,False
4018,1809,2579,Economic Buyer,True
4019,1484,2580,Champion,True
4020,2458,2581,Economic Buyer,True
4021,1127,2582,Coach,False
4022,876,2582,Economic Buyer,True
4023,2102,2583,Executive Sponsor,True
4024,1351,2583,Legal Reviewer,False
4025,2964,2584,Economic Buyer,True
4026,2883,2584,Technical Evaluator,False
4027,1395,2585,Technical Evaluator,False
4028,198,2585,Champion,True
4029,508,2586,Champion,True
4030,741,2586,Economic Buyer,True
4031,2456,2586,Coach,False
4032,158,2587,End User,False
4033,49,2588,Champion,True
4034,296,2588,End User,False
4035,21,2589,End User,False
4036,805,2589,Technical Evaluator,False
4037,2433,2590,Technical Evaluator,False
4038,905,2590,Champion,True
4039,47,2591,Technical Evaluator,False
4040,1454,2591,Legal Reviewer,False
4041,743,2591,Coach,False
4042,2401,2592,Technical Evaluator,False
4043,1629,2593,Coach,False
4044,553,2594,Champion,True
4045,1939,2595,End User,False
4046,881,2595,Blocker,False
4047,2314,2595,Champion,True
4048,1983,2596,End User,False
4049,302,2597,Executive Sponsor,True
4050,750,2597,Economic Buyer,True
4051,1579,2597,Technical Evaluator,False
4052,1132,2597,End User,False
4053,2330,2598,Executive Sponsor,True
4054,2467,2598,End User,False
4055,1668,2598,Economic Buyer,True
4056,1006,2598,Technical Evaluator,False
4057,2065,2599,Economic Buyer,True
4058,712,2600,Legal Reviewer,False
4059,645,2601,End User,False
4060,2067,2602,End User,False
4061,992,2603,Blocker,False
4062,956,2604,Champion,True
4063,2597,2604,Legal Reviewer,False
4064,1416,2604,End User,False
4065,2602,2605,Economic Buyer,True
4066,1745,2605,End User,False
4067,688,2605,Technical Evaluator,False
4068,1809,2606,Executive Sponsor,True
4069,1050,2607,Technical Evaluator,False
4070,543,2608,Technical Evaluator,False
4071,220,2608,Champion,True
4072,2991,1447,Legal Reviewer,False
4073,1007,1447,Technical Evaluator,False
4074,454,2610,Legal Reviewer,False
4075,729,2610,Blocker,False
4076,443,2612,Coach,False
4077,1553,2613,Technical Evaluator,False
4078,2425,2613,Champion,True
4079,804,2614,Economic Buyer,True
4080,10,2614,End User,False
4081,1986,2615,Executive Sponsor,True
4082,761,2616,Economic Buyer,True
4083,2568,2616,End User,False
4084,1548,2616,Technical Evaluator,False
4085,2029,2617,Technical Evaluator,False
4086,1031,2618,Champion,True
4087,171,2619,End User,False
4088,2287,2620,Technical Evaluator,False
4089,902,2621,Champion,True
4090,2234,2622,Champion,True
4091,1559,2623,Champion,True
4092,2167,2624,Executive Sponsor,True
4093,1713,2625,Blocker,False
4094,588,2625,Champion,True
4095,465,2626,Blocker,False
4096,1060,2626,Economic Buyer,True
4097,194,2626,End User,False
4098,745,910,Champion,True
4099,109,910,Legal Reviewer,False
4100,1859,910,End User,False
4101,2007,2628,Champion,True
4102,1115,2628,End User,False
4103,669,2629,End User,False
4104,1100,2630,Technical Evaluator,False
4105,590,2630,Executive Sponsor,True
4106,2017,2630,Economic Buyer,True
4107,1575,2631,Executive Sponsor,True
4108,2512,2631,Technical Evaluator,False
4109,638,2632,Champion,True
4110,1177,2240,End User,False
4111,23,2634,Technical Evaluator,False
4112,118,2635,Legal Reviewer,False
4113,1439,2636,Technical Evaluator,False
4114,2539,2637,Blocker,False
4115,2347,2638,Economic Buyer,True
4116,2249,2639,Legal Reviewer,False
4117,884,2640,End User,False
4118,2862,2641,Technical Evaluator,False
4119,1530,2642,Legal Reviewer,False
4120,142,2643,End User,False
4121,2712,2644,Champion,True
4122,1463,2645,Legal Reviewer,False
4123,2648,2645,Champion,True
4124,2126,2645,End User,False
4125,2205,2646,Technical Evaluator,False
4126,1598,2647,End User,False
4127,2439,2648,Technical Evaluator,False
4128,1894,2648,Coach,False
4129,1868,2648,Champion,True
4130,1352,2649,Champion,True
4131,2520,2649,Technical Evaluator,False
4132,2141,2650,Technical Evaluator,False
4133,2308,2651,Economic Buyer,True
4134,102,2651,Champion,True
4135,871,2653,Technical Evaluator,False
4136,2458,2655,Executive Sponsor,True
4137,2526,2656,End User,False
4138,1494,2657,Technical Evaluator,False
4139,2004,2658,Blocker,False
4140,603,2660,Economic Buyer,True
4141,2263,2662,End User,False
4142,1611,1859,Economic Buyer,True
4143,1537,1859,End User,False
4144,2043,2664,End User,False
4145,279,2665,Economic Buyer,True
4146,398,2665,Technical Evaluator,False
4147,2783,2666,End User,False
4148,936,2666,Champion,True
4149,84,2666,Economic Buyer,True
4150,2476,2667,Champion,True
4151,173,2668,Coach,False
4152,812,2669,Champion,True
4153,540,2670,Legal Reviewer,False
4154,1358,2671,Coach,False
4155,2942,2671,Economic Buyer,True
4156,2248,2672,Champion,True
4157,405,2673,Technical Evaluator,False
4158,2138,2674,Technical Evaluator,False
4159,124,2675,Champion,True
4160,1747,2675,Executive Sponsor,True
4161,275,2675,End User,False
4162,27,2676,Coach,False
4163,1794,2677,Blocker,False
4164,784,2678,Coach,False
4165,2177,2679,End User,False
4166,1351,2679,Blocker,False
4167,588,2680,Champion,True
4168,663,2680,Blocker,False
4169,1130,2681,Champion,True
4170,1165,2682,Economic Buyer,True
4171,478,2683,Coach,False
4172,1318,2683,Blocker,False
4173,412,2684,Executive Sponsor,True
4174,2347,2684,Economic Buyer,True
4175,956,2685,Economic Buyer,True
4176,1364,2686,Champion,True
4177,646,2687,End User,False
4178,1758,2199,Executive Sponsor,True
4179,679,2689,Technical Evaluator,False
4180,1145,2690,End User,False
4181,2038,2690,Technical Evaluator,False
4182,500,2691,Legal Reviewer,False
4183,2167,2692,Technical Evaluator,False
4184,1434,2692,Champion,True
4185,1375,2693,Economic Buyer,True
4186,904,2694,Champion,True
4187,213,2694,Economic Buyer,True
4188,728,2694,End User,False
4189,2867,2695,Coach,False
4190,2171,2695,Legal Reviewer,False
4191,957,2695,Economic Buyer,True
4192,2545,2696,Champion,True
4193,119,2697,Champion,True
4194,1293,2697,Legal Reviewer,False
4195,2355,2697,Technical Evaluator,False
4196,354,2698,Coach,False
4197,209,2699,Champion,True
4198,736,2700,Champion,True
4199,199,2700,Economic Buyer,True
4200,650,2701,Champion,True
4201,1531,2701,Technical Evaluator,False
4202,81,2702,Executive Sponsor,True
4203,1276,2702,Technical Evaluator,False
4204,1585,2702,End User,False
4205,33,2702,Champion,True
4206,2580,2703,End User,False
4207,351,2703,Champion,True
4208,1844,2703,Technical Evaluator,False
4209,628,2704,Executive Sponsor,True
4210,2150,2704,Coach,False
4211,67,2705,Executive Sponsor,True
4212,884,2706,Economic Buyer,True
4213,1708,2707,Technical Evaluator,False
4214,737,2708,End User,False
4215,2656,2709,Economic Buyer,True
4216,1335,2710,End User,False
4217,2708,2711,Champion,True
4218,173,2712,End User,False
4219,2716,2712,Legal Reviewer,False
4220,2592,2713,Champion,True
4221,210,2714,Technical Evaluator,False
4222,1574,2715,Economic Buyer,True
4223,2885,2715,Executive Sponsor,True
4224,355,2716,Economic Buyer,True
4225,2499,2717,Coach,False
4226,2204,2717,Economic Buyer,True
4227,384,2718,Economic Buyer,True
4228,1863,2718,Legal Reviewer,False
4229,2245,2718,Technical Evaluator,False
4230,2259,2719,Blocker,False
4231,2618,2719,Economic Buyer,True
4232,2346,2720,Technical Evaluator,False
4233,2360,2720,Executive Sponsor,True
4234,2154,2721,Technical Evaluator,False
4235,1127,2722,Blocker,False
4236,876,2722,Technical Evaluator,False
4237,1090,2723,Economic Buyer,True
4238,489,2723,Technical Evaluator,False
4239,1944,2724,Blocker,False
4240,1671,2724,End User,False
4241,2630,2724,Economic Buyer,True
4242,682,1470,Coach,False
4243,1977,2726,Executive Sponsor,True
4244,2256,2726,Economic Buyer,True
4245,1415,2726,Blocker,False
4246,1697,2726,Coach,False
4247,1618,2727,Technical Evaluator,False
4248,2634,2727,Executive Sponsor,True
4249,1011,2727,Champion,True
4250,1110,2727,End User,False
4251,2275,2728,Champion,True
4252,1606,2729,Legal Reviewer,False
4253,2578,2729,Executive Sponsor,True
4254,735,2730,Champion,True
4255,2848,2730,End User,False
4256,1369,2730,Economic Buyer,True
4257,2763,2731,Blocker,False
4258,2853,2731,End User,False
4259,2341,2732,Champion,True
4260,1060,2733,End User,False
4261,465,2733,Champion,True
4262,805,2734,End User,False
4263,21,2734,Champion,True
4264,787,2735,End User,False
4265,254,2736,Coach,False
4266,1726,2736,Champion,True
4267,2138,2737,Champion,True
4268,558,2738,Legal Reviewer,False
4269,2272,2738,Blocker,False
4270,1792,2739,Technical Evaluator,False
4271,2439,2740,Coach,False
4272,2218,2741,Champion,True
4273,2281,2741,Executive Sponsor,True
4274,625,1576,Coach,False
4275,2544,2743,Technical Evaluator,False
4276,2694,2743,Economic Buyer,True
4277,1533,2743,Champion,True
4278,1624,2744,Champion,True
4279,1648,2745,Technical Evaluator,False
4280,1834,2746,Coach,False
4281,2720,2746,Economic Buyer,True
4282,774,2747,Champion,True
4283,2888,2748,Coach,False
4284,216,2749,Champion,True
4285,2928,2751,Coach,False
4286,62,2751,Champion,True
4287,658,2751,Executive Sponsor,True
4288,1663,2752,End User,False
4289,756,2753,Economic Buyer,True
4290,1649,2753,End User,False
4291,388,2753,Champion,True
4292,2817,2754,Technical Evaluator,False
4293,1371,2755,Champion,True
4294,2384,2756,Executive Sponsor,True
4295,2775,2757,Blocker,False
4296,546,2758,Executive Sponsor,True
4297,767,2759,Economic Buyer,True
4298,1703,2760,Technical Evaluator,False
4299,2045,2559,Champion,True
4300,1837,2762,Blocker,False
4301,172,2763,Technical Evaluator,False
4302,480,2763,Champion,True
4303,646,2764,Coach,False
4304,2539,2764,Champion,True
4305,2857,2764,End User,False
4306,2417,2764,Economic Buyer,True
4307,1360,2765,Blocker,False
4308,8,899,Champion,True
4309,2190,899,Economic Buyer,True
4310,406,2767,Technical Evaluator,False
4311,1910,2767,Champion,True
4312,1660,2768,Coach,False
4313,656,2770,Technical Evaluator,False
4314,1219,2770,End User,False
4315,2318,2770,Champion,True
4316,53,2771,Champion,True
4317,725,2771,Legal Reviewer,False
4318,917,2772,Legal Reviewer,False
4319,459,2772,Champion,True
4320,650,2773,Champion,True
4321,211,2774,Technical Evaluator,False
4322,914,2775,Technical Evaluator,False
4323,761,2776,Economic Buyer,True
4324,2568,2776,Technical Evaluator,False
4325,1816,2777,Economic Buyer,True
4326,2902,2777,Champion,True
4327,2838,794,Technical Evaluator,False
4328,2572,2779,End User,False
4329,2779,2779,Champion,True
4330,1021,2780,Technical Evaluator,False
4331,2912,2781,Technical Evaluator,False
4332,1489,2782,Champion,True
4333,1908,2783,Technical Evaluator,False
4334,937,2783,End User,False
4335,577,2783,Champion,True
4336,2200,2784,Economic Buyer,True
4337,661,2785,Technical Evaluator,False
4338,2227,2786,End User,False
4339,1248,2786,Champion,True
4340,1646,2787,End User,False
4341,1136,2788,End User,False
4342,1244,2789,Champion,True
4343,2558,2790,Technical Evaluator,False
4344,2404,2790,Legal Reviewer,False
4345,1549,2791,End User,False
4346,599,2791,Blocker,False
4347,1809,2792,Technical Evaluator,False
4348,1117,2116,Legal Reviewer,False
4349,2075,2794,Legal Reviewer,False
4350,2149,2794,Coach,False
4351,2888,2795,Champion,True
4352,2803,2795,Economic Buyer,True
4353,504,2796,Coach,False
4354,2332,2796,Technical Evaluator,False
4355,887,2797,Champion,True
4356,2566,2797,End User,False
4357,687,2797,Economic Buyer,True
4358,533,2797,Legal Reviewer,False
4359,711,2798,Executive Sponsor,True
4360,2988,2798,End User,False
4361,1572,2798,Economic Buyer,True
4362,1449,2799,Coach,False
4363,2645,2800,Blocker,False
4364,1481,2800,Technical Evaluator,False
4365,2492,2800,End User,False
4366,2476,2801,Economic Buyer,True
4367,2613,2801,Technical Evaluator,False
4368,2526,2802,Coach,False
4369,845,2803,Blocker,False
4370,425,2803,Technical Evaluator,False
4371,1253,2804,End User,False
4372,2400,2804,Technical Evaluator,False
4373,2791,2805,Legal Reviewer,False
4374,248,2806,Coach,False
4375,2306,2807,Technical Evaluator,False
4376,1750,2807,Coach,False
4377,176,2808,Technical Evaluator,False
4378,23,2809,Economic Buyer,True
4379,2929,2810,End User,False
4380,292,2811,Technical Evaluator,False
4381,2617,2811,Executive Sponsor,True
4382,230,2812,Champion,True
4383,783,2813,Legal Reviewer,False
4384,2523,2813,Champion,True
4385,273,2814,Technical Evaluator,False
4386,1496,2815,Executive Sponsor,True
4387,2719,2815,Coach,False
4388,1692,2815,Champion,True
4389,334,2816,Champion,True
4390,2523,2816,Economic Buyer,True
4391,1333,2817,End User,False
4392,464,2818,Executive Sponsor,True
4393,2145,2818,Technical Evaluator,False
4394,875,2819,Economic Buyer,True
4395,730,2819,End User,False
4396,489,2820,Executive Sponsor,True
4397,1090,2820,Blocker,False
4398,1079,2821,Blocker,False
4399,601,2822,Economic Buyer,True
4400,2058,2823,Coach,False
4401,2260,2823,Economic Buyer,True
4402,2172,2823,End User,False
4403,1031,2823,Technical Evaluator,False
4404,1447,2825,Blocker,False
4405,358,2825,Champion,True
4406,1614,2826,Blocker,False
4407,2796,2826,Champion,True
4408,1161,2827,End User,False
4409,127,2827,Blocker,False
4410,697,2828,End User,False
4411,1361,2829,End User,False
4412,105,2830,End User,False
4413,1664,2830,Coach,False
4414,2151,2830,Technical Evaluator,False
4415,2292,2831,Technical Evaluator,False
4416,1983,2832,Blocker,False
4417,1295,2833,Economic Buyer,True
4418,32,2833,Technical Evaluator,False
4419,2071,2834,Champion,True
4420,2931,2835,Technical Evaluator,False
4421,1824,2836,Legal Reviewer,False
4422,1140,2836,Executive Sponsor,True
4423,172,2837,Technical Evaluator,False
4424,2542,2838,Economic Buyer,True
4425,692,2839,Coach,False
4426,1680,2840,Champion,True
4427,86,2840,End User,False
4428,2571,2840,Economic Buyer,True
4429,55,2840,Executive Sponsor,True
4430,2875,2841,End User,False
4431,1556,2842,Technical Evaluator,False
4432,1471,2842,Economic Buyer,True
4433,2168,2843,Technical Evaluator,False
4434,2317,2844,End User,False
4435,280,2844,Technical Evaluator,False
4436,851,2845,Economic Buyer,True
4437,2815,2846,Legal Reviewer,False
4438,178,2846,Blocker,False
4439,159,2846,Executive Sponsor,True
4440,1361,2847,Champion,True
4441,1374,2847,Coach,False
4442,2931,2849,End User,False
4443,612,2850,Champion,True
4444,1603,2851,Economic Buyer,True
4445,609,2851,Executive Sponsor,True
4446,707,2852,Economic Buyer,True
4447,1848,2853,Technical Evaluator,False
4448,2976,2853,Economic Buyer,True
4449,172,2854,Champion,True
4450,480,2854,Technical Evaluator,False
4451,1318,2855,Champion,True
4452,478,2855,Technical Evaluator,False
4453,76,2855,End User,False
4454,3000,2856,Economic Buyer,True
4455,2716,2857,Champion,True
4456,173,2857,Legal Reviewer,False
4457,455,2858,Champion,True
4458,93,2858,Technical Evaluator,False
4459,1274,2859,Legal Reviewer,False
4460,2953,2859,Technical Evaluator,False
4461,2332,2860,Technical Evaluator,False
4462,504,2860,Champion,True
4463,2810,2861,Champion,True
4464,2141,2862,Legal Reviewer,False
4465,633,2863,Technical Evaluator,False
4466,910,2863,Blocker,False
4467,2387,2864,End User,False
4468,31,2864,Technical Evaluator,False
4469,168,2864,Champion,True
4470,115,2865,Technical Evaluator,False
4471,2233,2866,Coach,False
4472,2150,2867,Blocker,False
4473,775,2868,End User,False
4474,2012,2869,Champion,True
4475,1240,2870,Technical Evaluator,False
4476,2469,2870,Economic Buyer,True
4477,2803,2871,Champion,True
4478,2611,2872,Champion,True
4479,1285,2872,Technical Evaluator,False
4480,2052,2873,Technical Evaluator,False
4481,2471,2873,Executive Sponsor,True
4482,2209,2873,Champion,True
4483,1470,2874,Executive Sponsor,True
4484,782,2874,Champion,True
4485,1334,2875,Economic Buyer,True
4486,1305,2876,Economic Buyer,True
4487,2804,2877,Economic Buyer,True
4488,2503,2878,Technical Evaluator,False
4489,2152,2878,Economic Buyer,True
4490,1518,2878,Executive Sponsor,True
4491,2287,2879,Technical Evaluator,False
4492,2536,2880,Technical Evaluator,False
4493,953,2880,Blocker,False
4494,1163,2881,Economic Buyer,True
4495,1178,2881,End User,False
4496,727,2881,Technical Evaluator,False
4497,1064,2882,Executive Sponsor,True
4498,2249,2882,Legal Reviewer,False
4499,286,2883,Economic Buyer,True
4500,1545,2883,Legal Reviewer,False
4501,2855,2884,Technical Evaluator,False
4502,2908,2885,Technical Evaluator,False
4503,2535,2885,End User,False
4504,1276,2886,End User,False
4505,33,2886,Technical Evaluator,False
4506,1585,2886,Champion,True
4507,81,2886,Coach,False
4508,1364,2887,Coach,False
4509,2382,2888,End User,False
4510,2396,2889,Technical Evaluator,False
4511,216,2889,Blocker,False
4512,2352,2889,End User,False
4513,2813,2890,Executive Sponsor,True
4514,2976,2891,Coach,False
4515,2692,2892,Executive Sponsor,True
4516,312,2893,Champion,True
4517,753,2893,Legal Reviewer,False
4518,579,2894,Blocker,False
4519,2766,2894,End User,False
4520,665,2895,Technical Evaluator,False
4521,1679,2895,Champion,True
4522,2954,2896,Executive Sponsor,True
4523,919,2897,Champion,True
4524,441,2897,Blocker,False
4525,1856,2898,Blocker,False
4526,2104,2899,End User,False
4527,598,2900,Economic Buyer,True
4528,2251,2901,Champion,True
4529,1772,2902,Coach,False
4530,2933,2903,Blocker,False
4531,783,2098,Economic Buyer,True
4532,334,2098,Technical Evaluator,False
4533,2523,2098,Champion,True
4534,819,2905,End User,False
4535,2683,2906,Technical Evaluator,False
4536,2793,2907,Technical Evaluator,False
4537,1925,2907,End User,False
4538,2917,2907,Executive Sponsor,True
4539,1395,2908,Legal Reviewer,False
4540,2137,2909,Champion,True
4541,251,2909,Blocker,False
4542,2117,2910,Executive Sponsor,True
4543,1736,2911,Economic Buyer,True
4544,481,2912,Technical Evaluator,False
4545,2872,2912,End User,False
4546,1020,2913,Coach,False
4547,1459,2913,Champion,True
4548,2466,2914,Blocker,False
4549,564,2914,End User,False
4550,425,2915,Blocker,False
4551,1479,2916,End User,False
4552,762,2916,Economic Buyer,True
4553,2406,2917,Economic Buyer,True
4554,1916,2917,Champion,True
4555,2355,2918,Coach,False
4556,119,2918,Economic Buyer,True
4557,1490,2919,Executive Sponsor,True
4558,143,2920,Economic Buyer,True
4559,1626,2920,Coach,False
4560,2995,2921,Technical Evaluator,False
4561,2348,2922,Champion,True
4562,2787,2922,Legal Reviewer,False
4563,2739,2922,Blocker,False
4564,575,2923,Technical Evaluator,False
4565,1401,2923,Champion,True
4566,2028,2923,Executive Sponsor,True
4567,331,2924,End User,False
4568,148,2924,Technical Evaluator,False
4569,623,2924,Legal Reviewer,False
4570,1580,2925,Economic Buyer,True
4571,1817,2926,Economic Buyer,True
4572,46,2927,Champion,True
4573,581,2928,Executive Sponsor,True
4574,2836,2929,End User,False
4575,2909,2930,End User,False
4576,1321,2833,Technical Evaluator,False
4577,1826,2932,Champion,True
4578,411,2933,Champion,True
4579,2923,2933,Executive Sponsor,True
4580,822,2933,Economic Buyer,True
4581,522,2934,Economic Buyer,True
4582,2238,2934,Technical Evaluator,False
