opp_id,account_id,owner_id,name,stage,amount,close_date,created_date,lead_source,forecast_category,is_won,is_closed,competitor,loss_reason,days_in_stage,next_step,opportunity_type,created_at
1848,61,16,Synergy Platforms - Platform Deal,Prospecting,13784,2025-06-02,2024-11-03,Inbound - Content,Pipeline,False,False,Open Source Alternative,,12,Legal review,New Business,2024-11-03T00:00:00
1849,819,15,Velocity Enterprises - Initial License,Closed Lost,33325,2024-09-19,2024-05-15,Product-Led,Omitted,False,True,Open Source Alternative,Lost to Status Quo,16,,New Business,2024-05-15T00:00:00
1850,981,10,Global Inc - Platform Deal,Discovery,43084,2025-06-05,2024-11-28,Outbound - AE,Pipeline,False,False,,,51,POC setup,New Business,2024-11-28T00:00:00
1851,838,3,Quantum Solutions - Platform Deal,Prospecting,45266,2022-07-15,2022-06-12,Webinar,Pipeline,False,False,,,21,Contract signing,New Business,2022-06-12T00:00:00
1852,462,11,Horizon Enterprises - Initial License,Qualification,57811,2024-09-20,2024-02-13,,Best Case,False,False,,,66,Executive alignment,New Business,2024-02-13T00:00:00
1853,93,2,Fusion Holdings - New Business,Discovery,23858,2025-03-24,2024-11-03,Partner Referral,Pipeline,False,False,Open Source Alternative,,27,Technical review,New Business,2024-11-03T00:00:00
1854,487,12,Zenith Corp - New Business,Proposal,45890,2025-08-03,2024-12-26,Product-Led,Best Case,False,False,CompetitorC,,65,Technical review,New Business,2024-12-26T00:00:00
1855,18,2,Velocity Digital - Upsell,Discovery,6603,2023-07-28,2023-06-22,Partner Referral,Pipeline,False,False,CompetitorD,,5,,Expansion,2023-06-22T00:00:00
1856,722,2,Fusion Group - Initial License,Qualification,22028,2024-12-25,2024-09-17,Outbound - SDR,Best Case,False,False,CompetitorA,,23,Technical review,New Business,2024-09-17T00:00:00
1857,111,11,Pinnacle Partners - New Business,Qualification,138868,2024-04-22,2023-08-01,Partner Referral,Best Case,False,False,CompetitorD,,64,Contract signing,New Business,2023-08-01T00:00:00
1858,60,6,Elevate Corp - Initial License,Qualification,22950,2025-01-21,2024-12-02,Inbound - Content,Best Case,False,False,Open Source Alternative,,57,Legal review,New Business,2024-12-02T00:00:00
1859,152,9,Vertex Services - New Business,Closed Won,47212,2024-09-29,2024-03-13,Event,Closed,True,True,,,62,,New Business,2024-03-13T00:00:00
1860,838,3,Quantum Solutions - Platform Deal,Qualification,20663,2024-01-23,2023-11-05,Outbound - AE,Best Case,False,False,CompetitorA,,5,Contract signing,New Business,2023-11-05T00:00:00
1861,383,5,Summit Solutions - Expansion,Qualification,4884,2024-02-03,2023-05-30,Inbound - Content,Best Case,False,False,,,13,POC setup,Expansion,2023-05-30T00:00:00
1862,850,5,Optima Platforms - Platform Deal,Negotiation,8275,2020-08-05,2020-05-19,Product-Led,Commit,False,False,,,22,Schedule demo,New Business,2020-05-19T00:00:00
1863,618,12,Horizon Platforms - New Business,Discovery,46471,2023-01-01,2022-07-06,Inbound - Content,Pipeline,False,False,Open Source Alternative,,6,POC setup,New Business,2022-07-06T00:00:00
1864,663,5,Optima Dynamics - Initial License,Qualification,46007,2024-06-15,2024-06-18,Inbound - Content,Best Case,False,False,CompetitorD,,8,Send proposal,New Business,2024-06-18T00:00:00
1865,356,1,Nova Software - Platform Deal,Proposal,305363,2024-05-15,2024-02-16,Partner Referral,Best Case,False,False,,,35,Executive alignment,New Business,2024-02-16T00:00:00
1866,633,2,Acme Corp - Platform Deal,Proposal,30777,2024-12-28,2024-11-10,Outbound - SDR,Best Case,False,False,,,19,Technical review,New Business,2024-11-10T00:00:00
1867,614,14,Fusion Dynamics - New Business,Proposal,58911,2025-05-03,2024-11-15,Partner Referral,Best Case,False,False,Open Source Alternative,,73,,New Business,2024-11-15T00:00:00
1868,150,16,Quantum Holdings - Platform Deal,Prospecting,28482,2025-08-19,2024-12-01,Inbound - Web,Pipeline,False,False,CompetitorD,,43,Schedule demo,New Business,2024-12-01T00:00:00
1869,47,15,Synergy Partners - Platform Deal,Qualification,44456,2025-01-15,2024-05-05,Outbound - SDR,Best Case,False,False,,,21,,New Business,2024-05-05T00:00:00
1870,962,9,Velocity Inc - Renewal,Closed Won,739725,2024-12-31,2024-11-09,Event,Closed,True,True,,,61,,Renewal,2024-11-09T00:00:00
1871,601,5,Quantum Holdings - New Business,Proposal,118461,2024-10-30,2024-07-12,Event,Best Case,False,False,CompetitorB,,41,,New Business,2024-07-12T00:00:00
1872,288,10,Quantum Enterprises - New Business,Discovery,47074,2024-10-23,2024-06-05,Inbound - Web,Pipeline,False,False,Open Source Alternative,,14,POC setup,New Business,2024-06-05T00:00:00
1873,859,6,Catalyst Inc - Initial License,Qualification,27402,2024-04-22,2024-03-18,Outbound - AE,Best Case,False,False,,,16,Send proposal,New Business,2024-03-18T00:00:00
1874,368,11,Zenith Dynamics - Initial License,Closed Lost,168598,2023-06-12,2023-04-05,Outbound - SDR,Omitted,False,True,CompetitorE,Timing,65,,New Business,2023-04-05T00:00:00
1875,212,16,Nexus Partners - Platform Deal,Proposal,17732,2025-04-03,2024-12-14,Event,Best Case,False,False,,,32,POC setup,New Business,2024-12-14T00:00:00
1876,992,11,Pinnacle Labs - Platform Deal,Closed Lost,20282,2023-03-28,2023-02-10,,Omitted,False,True,CompetitorC,Feature Gap,49,,New Business,2023-02-10T00:00:00
1877,583,16,Pacific Analytics - New Business,Closed Won,118994,2024-11-13,2024-06-13,Event,Closed,True,True,,,45,,New Business,2024-06-13T00:00:00
1878,136,7,Horizon Software - Platform Deal,Closed Lost,112852,2024-04-01,2024-02-07,Outbound - AE,Omitted,False,True,CompetitorB,Price,32,,New Business,2024-02-07T00:00:00
1879,444,7,Elevate Partners - Platform Deal,Prospecting,48607,2024-10-18,2024-09-08,Inbound - Content,Pipeline,False,False,CompetitorE,,40,Reference call,New Business,2024-09-08T00:00:00
1880,975,3,Quantum Holdings - New Business,Qualification,28508,2024-09-21,2024-06-07,Outbound - AE,Best Case,False,False,CompetitorA,,6,Technical review,New Business,2024-06-07T00:00:00
1881,420,11,Nexus Systems - New Business,Closed Lost,44772,2024-12-31,2024-11-16,Outbound - SDR,Omitted,False,True,CompetitorC,No Decision,17,,New Business,2024-11-16T00:00:00
1882,998,10,Synergy Solutions - Platform Deal,Negotiation,99528,2021-01-22,2020-11-09,Event,Commit,False,False,,,62,,New Business,2020-11-09T00:00:00
1883,678,8,Fusion Partners - New Business,Qualification,349712,2024-12-04,2024-10-15,Inbound - Web,Best Case,False,False,CompetitorA,,37,Send proposal,New Business,2024-10-15T00:00:00
1884,631,14,Vertex Labs - Platform Deal,Closed Lost,168726,2024-12-31,2024-09-14,Outbound - AE,Omitted,False,True,Open Source Alternative,Feature Gap,61,,New Business,2024-09-14T00:00:00
1885,380,2,Pinnacle Labs - Initial License,Qualification,66093,2025-03-29,2024-11-20,Partner Referral,Best Case,False,False,,,23,Legal review,New Business,2024-11-20T00:00:00
1886,267,7,Quantum Analytics - Initial License,Discovery,44052,2024-04-23,2024-01-06,Event,Pipeline,False,False,CompetitorB,,14,Reference call,New Business,2024-01-06T00:00:00
1887,566,15,Optima Analytics - Platform Deal,Proposal,331201,2025-04-09,2024-09-29,Event,Best Case,False,False,CompetitorB,,64,Technical review,New Business,2024-09-29T00:00:00
1888,765,7,Nova Software - New Business,Closed Lost,11542,2024-09-26,2024-05-07,Webinar,Omitted,False,True,,Feature Gap,56,,New Business,2024-05-07T00:00:00
1889,292,10,Velocity Analytics - New Business,Closed Won,96747,2023-12-26,2023-08-27,Webinar,Closed,True,True,CompetitorE,,50,,New Business,2023-08-27T00:00:00
1890,585,16,Acme Networks - New Business,Discovery,88471,2025-06-24,2024-12-12,Outbound - SDR,Pipeline,False,False,CompetitorE,,31,,New Business,2024-12-12T00:00:00
1891,646,11,Summit Software - New Business,Proposal,43374,2025-06-29,2024-12-01,Webinar,Best Case,False,False,CompetitorD,,69,Contract signing,New Business,2024-12-01T00:00:00
1892,863,6,Pacific Holdings - Platform Deal,Closed Won,61456,2024-09-21,2024-05-21,Webinar,Closed,True,True,CompetitorD,,40,,New Business,2024-05-21T00:00:00
1893,777,7,Horizon Digital - New Business,Discovery,93497,2022-04-24,2022-03-22,Event,Pipeline,False,False,,,28,Executive alignment,New Business,2022-03-22T00:00:00
1894,939,15,Acme Inc - Initial License,Negotiation,38075,2025-03-18,2024-10-04,Product-Led,Commit,False,False,CompetitorB,,7,POC setup,New Business,2024-10-04T00:00:00
1895,625,8,Pacific Networks - Platform Deal,Closed Won,51112,2024-12-03,2024-09-12,Event,Closed,True,True,,,13,,New Business,2024-09-12T00:00:00
1896,529,4,Nexus Platforms - Platform Deal,Qualification,30557,2025-05-28,2024-11-06,Inbound - Web,Best Case,False,False,CompetitorC,,3,Reference call,New Business,2024-11-06T00:00:00
1897,536,11,Horizon Solutions - Initial License,Negotiation,620790,2024-05-14,2024-04-06,Event,Commit,False,False,CompetitorA,,59,,New Business,2024-04-06T00:00:00
1898,859,6,Catalyst Inc - Platform Deal,Prospecting,,2024-11-28,2024-10-12,Inbound - Web,Pipeline,False,False,Open Source Alternative,,40,POC setup,New Business,2024-10-12T00:00:00
1899,567,16,Pacific Dynamics - Platform Deal,Negotiation,179968,2025-01-31,2024-07-01,Inbound - Content,Commit,False,False,CompetitorE,,30,Legal review,New Business,2024-07-01T00:00:00
1900,804,1,Acme Partners - Initial License,Discovery,148223,2024-02-05,2023-11-04,Product-Led,Pipeline,False,False,Open Source Alternative,,43,Technical review,New Business,2023-11-04T00:00:00
1901,87,13,Elevate Holdings - Initial License,Proposal,47773,2024-03-28,2023-11-24,Inbound - Content,Best Case,False,False,CompetitorC,,19,,New Business,2023-11-24T00:00:00
1902,849,13,Nexus Software - Platform Deal,Closed Lost,42636,2024-02-08,2023-09-13,Product-Led,Omitted,False,True,CompetitorB,Champion Left,71,,New Business,2023-09-13T00:00:00
1903,856,8,Nova Services - New Business,Qualification,115273,2023-12-05,2023-05-15,Product-Led,Best Case,False,False,,,27,Reference call,New Business,2023-05-15T00:00:00
1904,428,16,Nova Analytics - Platform Deal,Proposal,153103,2023-10-25,2023-07-17,Webinar,Best Case,False,False,,,18,Schedule demo,New Business,2023-07-17T00:00:00
1905,410,9,Summit Analytics - New Business,Qualification,37239,2023-08-05,2023-07-06,Partner Referral,Best Case,False,False,CompetitorE,,25,Reference call,New Business,2023-07-06T00:00:00
1906,967,5,Elevate Technologies - Initial License,Closed Lost,36742,2024-12-31,2024-10-13,Partner Referral,Omitted,False,True,CompetitorD,Champion Left,26,,New Business,2024-10-13T00:00:00
1907,914,12,Summit Systems - New Business,Prospecting,141683,2025-06-05,2024-12-12,Inbound - Content,Pipeline,False,False,CompetitorC,,5,Send proposal,New Business,2024-12-12T00:00:00
1908,994,15,Nova Enterprises - Initial License,Prospecting,40857,2025-03-03,2024-11-13,Outbound - AE,Pipeline,False,False,CompetitorA,,14,,New Business,2024-11-13T00:00:00
1909,720,5,Vanguard Corp - Initial License,Prospecting,174228,2022-12-10,2022-09-13,Product-Led,Pipeline,False,False,,,13,,New Business,2022-09-13T00:00:00
1910,295,3,Pacific Technologies - New Business,Closed Won,28763,2023-04-10,2022-12-03,Partner Referral,Closed,True,True,CompetitorD,,37,,New Business,2022-12-03T00:00:00
1911,119,10,Optima Partners - Initial License,Closed Lost,9802,2023-06-28,2022-12-24,Outbound - SDR,Omitted,False,True,,Lost to Status Quo,62,,New Business,2022-12-24T00:00:00
1912,123,10,Atlas Inc - Platform Deal,Discovery,136788,2022-08-20,2022-04-01,,Pipeline,False,False,,,11,Schedule demo,New Business,2022-04-01T00:00:00
1913,720,6,Vanguard Corp - New Business,Qualification,173980,2023-06-10,2023-03-01,Outbound - SDR,Best Case,False,False,CompetitorB,,39,Technical review,New Business,2023-03-01T00:00:00
1914,313,6,Global Solutions - Initial License,Proposal,247611,2024-11-01,2024-11-14,Product-Led,Best Case,False,False,CompetitorB,,50,Technical review,New Business,2024-11-14T00:00:00
1915,239,11,Catalyst Analytics - New Business,Proposal,71336,2025-03-18,2024-11-01,Partner Referral,Best Case,False,False,,,33,Contract signing,New Business,2024-11-01T00:00:00
1916,762,8,Nexus Enterprises - New Business,Prospecting,,2023-11-27,2023-04-05,Event,Pipeline,False,False,CompetitorE,,5,Send proposal,New Business,2023-04-05T00:00:00
1917,758,14,Pinnacle Group - Platform Deal,Closed Lost,194398,2024-12-31,2024-11-27,Outbound - AE,Omitted,False,True,,Feature Gap,1,,New Business,2024-11-27T00:00:00
1918,87,13,Elevate Holdings - New Business,Proposal,80448,2025-05-02,2024-08-10,Partner Referral,Best Case,False,False,,,34,Technical review,New Business,2024-08-10T00:00:00
1919,816,8,Synergy Corp - Initial License,Discovery,497803,2024-04-23,2023-09-27,Inbound - Content,Pipeline,False,False,CompetitorD,,46,Technical review,New Business,2023-09-27T00:00:00
1920,431,10,Atlas Digital - New Business,Closed Lost,28125,2024-12-31,2024-12-03,Outbound - AE,Omitted,False,True,CompetitorD,Competitor,55,,New Business,2024-12-03T00:00:00
1921,315,2,Vanguard Platforms - New Business,Closed Lost,102900,2021-01-07,2020-10-30,Inbound - Web,Omitted,False,True,CompetitorC,Budget Cut,17,,New Business,2020-10-30T00:00:00
1922,544,15,Horizon Platforms - Initial License,Closed Lost,226310,2024-12-31,2024-12-12,Product-Led,Omitted,False,True,Open Source Alternative,Budget Cut,2,,New Business,2024-12-12T00:00:00
1923,206,12,Synergy Digital - Platform Deal,Discovery,44163,2024-03-21,2024-01-21,Partner Referral,Pipeline,False,False,CompetitorA,,58,Legal review,New Business,2024-01-21T00:00:00
1924,200,1,Summit Partners - New Business,Prospecting,19566,2024-04-08,2024-01-09,Webinar,Pipeline,False,False,,,37,Technical review,New Business,2024-01-09T00:00:00
1925,202,1,Apex Digital - Initial License,Qualification,1078347,2022-11-25,2022-06-09,Outbound - AE,Best Case,False,False,CompetitorE,,23,Schedule demo,New Business,2022-06-09T00:00:00
1926,604,10,Velocity Networks - Platform Deal,Closed Lost,190533,2024-02-14,2023-12-25,Inbound - Content,Omitted,False,True,CompetitorA,No Decision,60,,New Business,2023-12-25T00:00:00
1927,712,10,Vertex Solutions - Initial License,Prospecting,46483,2021-12-26,2021-10-29,Inbound - Web,Pipeline,False,False,,,5,Legal review,New Business,2021-10-29T00:00:00
1928,47,7,Synergy Partners - New Business,Qualification,45725,2025-03-21,2024-08-08,Outbound - SDR,Best Case,False,False,CompetitorD,,31,Reference call,New Business,2024-08-08T00:00:00
1929,502,7,Elevate Services - Initial License,Discovery,161130,2024-02-08,2023-07-09,Outbound - SDR,Pipeline,False,False,CompetitorE,,33,Reference call,New Business,2023-07-09T00:00:00
1930,120,4,Summit Holdings - Platform Deal,Closed Won,174429,2024-12-31,2024-09-25,Event,Closed,True,True,Open Source Alternative,,49,,New Business,2024-09-25T00:00:00
1931,488,12,Nexus Technologies - Platform Deal,Proposal,46727,2021-07-14,2021-07-21,Outbound - AE,Best Case,False,False,CompetitorE,,10,Legal review,New Business,2021-07-21T00:00:00
1932,162,5,Pinnacle Services - Renewal,Prospecting,32542,2022-12-23,2022-11-07,Inbound - Content,Pipeline,False,False,CompetitorE,,17,Schedule demo,Renewal,2022-11-07T00:00:00
1933,567,16,Pacific Dynamics - New Business,Qualification,154557,2024-04-16,2024-01-12,Outbound - SDR,Best Case,False,False,CompetitorD,,40,Executive alignment,New Business,2024-01-12T00:00:00
1934,208,2,Vertex Enterprises - New Business,Qualification,54565,2024-11-17,2024-09-11,Inbound - Web,Best Case,False,False,,,22,Technical review,New Business,2024-09-11T00:00:00
1935,489,13,Pinnacle Services - Platform Deal,Prospecting,34199,2025-04-25,2024-12-12,Outbound - AE,Pipeline,False,False,Open Source Alternative,,26,Reference call,New Business,2024-12-12T00:00:00
1936,662,14,Quantum Dynamics - Platform Deal,Proposal,,2024-06-04,2023-09-13,Outbound - AE,Best Case,False,False,CompetitorB,,44,Contract signing,New Business,2023-09-13T00:00:00
1937,893,8,Atlas Inc - New Business,Qualification,123467,2025-03-04,2024-12-07,Outbound - AE,Best Case,False,False,CompetitorA,,31,,New Business,2024-12-07T00:00:00
1938,373,10,Nexus Networks - New Business,Prospecting,26302,2022-04-30,2022-02-19,Partner Referral,Pipeline,False,False,CompetitorC,,3,,New Business,2022-02-19T00:00:00
1939,537,12,Summit Analytics - New Business,Qualification,11079,2025-02-13,2024-10-20,Partner Referral,Best Case,False,False,Open Source Alternative,,12,Schedule demo,New Business,2024-10-20T00:00:00
1940,709,9,Vanguard Partners - Additional Seats,Negotiation,12702,2023-08-14,2023-02-27,Product-Led,Commit,False,False,CompetitorB,,18,Schedule demo,Expansion,2023-02-27T00:00:00
1941,546,7,Velocity Inc - Platform Deal,Closed Lost,159520,2023-07-05,2023-01-07,Webinar,Omitted,False,True,CompetitorB,Lost to Status Quo,41,,New Business,2023-01-07T00:00:00
1942,924,16,Pacific Technologies - New Business,Closed Won,59486,2024-12-31,2024-12-12,Partner Referral,Closed,True,True,CompetitorD,,21,,New Business,2024-12-12T00:00:00
1943,886,14,Summit Solutions - Platform Deal,Negotiation,189398,2025-08-12,2024-12-02,Webinar,Commit,False,False,CompetitorC,,46,Executive alignment,New Business,2024-12-02T00:00:00
1944,138,15,Elevate Platforms - New Business,Prospecting,26768,2024-09-08,2024-03-31,Inbound - Web,Pipeline,False,False,,,19,Contract signing,New Business,2024-03-31T00:00:00
1945,321,5,Horizon Labs - Platform Deal,Discovery,62288,2024-11-24,2024-07-03,Event,Pipeline,False,False,,,6,Reference call,New Business,2024-07-03T00:00:00
1946,250,9,Pinnacle Services - New Business,Closed Lost,42873,2024-12-31,2024-12-25,Product-Led,Omitted,False,True,CompetitorE,Timing,39,,New Business,2024-12-25T00:00:00
1947,180,2,Quantum Digital - Initial License,Closed Won,35119,2024-12-31,2024-12-25,Product-Led,Closed,True,True,,,41,,New Business,2024-12-25T00:00:00
1948,819,15,Velocity Enterprises - Initial License,Closed Lost,15584,2024-12-20,2024-05-28,Webinar,Omitted,False,True,CompetitorD,Competitor,7,,New Business,2024-05-28T00:00:00
1949,543,5,Nova Enterprises - New Business,Closed Won,245496,2024-09-24,2024-01-29,Inbound - Web,Closed,True,True,,,52,,New Business,2024-01-29T00:00:00
1950,548,10,Quantum Holdings - New Business,Negotiation,51454,2025-03-13,2024-09-08,Outbound - SDR,Commit,False,False,CompetitorC,,39,Legal review,New Business,2024-09-08T00:00:00
1951,232,15,Global Enterprises - Platform Deal,Qualification,14758,2025-06-13,2024-12-12,Partner Referral,Best Case,False,False,CompetitorD,,2,Schedule demo,New Business,2024-12-12T00:00:00
1952,854,12,Synergy Labs - Platform Deal,Closed Lost,28011,2023-09-22,2023-05-27,Inbound - Web,Omitted,False,True,CompetitorB,Feature Gap,47,,New Business,2023-05-27T00:00:00
1953,685,9,Fusion Group - New Business,Discovery,23888,2022-12-30,2022-06-01,Outbound - SDR,Pipeline,False,False,,,61,POC setup,New Business,2022-06-01T00:00:00
1954,229,7,Nova Enterprises - New Business,Discovery,572942,2024-10-12,2024-09-12,Outbound - SDR,Pipeline,False,False,CompetitorA,,18,Technical review,New Business,2024-09-12T00:00:00
1955,322,3,Velocity Digital - Initial License,Negotiation,255814,2024-03-05,2024-01-28,Partner Referral,Commit,False,False,,,19,Contract signing,New Business,2024-01-28T00:00:00
1956,668,5,Optima Analytics - Initial License,Qualification,40402,2025-05-21,2024-09-24,Partner Referral,Best Case,False,False,,,2,Executive alignment,New Business,2024-09-24T00:00:00
1957,796,8,Summit Services - New Business,Prospecting,46349,2024-02-21,2023-12-22,Outbound - AE,Pipeline,False,False,CompetitorC,,54,POC setup,New Business,2023-12-22T00:00:00
1958,813,4,Apex Analytics - New Business,Qualification,94287,2023-03-28,2022-10-20,Inbound - Web,Best Case,False,False,,,13,Schedule demo,New Business,2022-10-20T00:00:00
1959,548,1,Quantum Holdings - Platform Deal,Proposal,27848,2025-03-12,2024-08-21,Product-Led,Best Case,False,False,CompetitorD,,17,Executive alignment,New Business,2024-08-21T00:00:00
1960,568,8,Zenith Dynamics - Platform Deal,Closed Lost,41575,2023-09-26,2023-04-15,Outbound - AE,Omitted,False,True,CompetitorE,Feature Gap,18,,New Business,2023-04-15T00:00:00
1961,311,14,Vertex Analytics - Platform Deal,Qualification,21035,2025-01-14,2024-08-08,Product-Led,Best Case,False,False,,,9,Reference call,New Business,2024-08-08T00:00:00
1962,272,1,Catalyst Software - New Business,Qualification,11086,2024-07-23,2024-04-12,Partner Referral,Best Case,False,False,,,27,Schedule demo,New Business,2024-04-12T00:00:00
1963,618,2,Horizon Platforms - New Business,Qualification,5161,2023-05-07,2023-01-21,Product-Led,Best Case,False,False,,,44,Reference call,New Business,2023-01-21T00:00:00
1964,404,4,Catalyst Technologies - Platform Deal,Prospecting,23370,2024-11-15,2024-09-19,Partner Referral,Pipeline,False,False,CompetitorB,,16,Schedule demo,New Business,2024-09-19T00:00:00
1965,130,7,Pinnacle Solutions - New Business,Proposal,85678,2024-08-04,2024-01-24,Outbound - AE,Best Case,False,False,,,25,Reference call,New Business,2024-01-24T00:00:00
1966,314,8,Summit Technologies - Initial License,Prospecting,108409,2025-08-16,2024-12-14,Outbound - AE,Pipeline,False,False,CompetitorC,,46,Schedule demo,New Business,2024-12-14T00:00:00
1967,994,15,Nova Enterprises - Initial License,Discovery,37614,2025-01-24,2024-10-11,Inbound - Content,Pipeline,False,False,Open Source Alternative,,58,Technical review,New Business,2024-10-11T00:00:00
1968,39,2,Acme Software - Initial License,Discovery,57257,2025-05-15,2024-11-23,Outbound - AE,Pipeline,False,False,CompetitorC,,38,Legal review,New Business,2024-11-23T00:00:00
1969,814,8,Velocity Digital - Platform Deal,Proposal,19325,2024-11-10,2024-10-03,Webinar,Best Case,False,False,Open Source Alternative,,57,Contract signing,New Business,2024-10-03T00:00:00
1970,548,10,Quantum Holdings - Platform Deal,Closed Lost,34777,2024-07-07,2024-04-10,Event,Omitted,False,True,CompetitorE,Champion Left,42,,New Business,2024-04-10T00:00:00
1971,1,7,Elevate Networks - Platform Deal,Qualification,226925,2021-05-07,2020-11-09,Partner Referral,Best Case,False,False,CompetitorC,,13,,New Business,2020-11-09T00:00:00
1972,119,10,Optima Partners - Platform Deal,Qualification,34884,2025-09-17,2024-12-21,Product-Led,Best Case,False,False,CompetitorC,,37,POC setup,New Business,2024-12-21T00:00:00
1973,971,3,Nova Enterprises - Initial License,Proposal,944600,2024-01-14,2023-07-14,Webinar,Best Case,False,False,CompetitorE,,12,POC setup,New Business,2023-07-14T00:00:00
1974,745,10,Vanguard Software - Platform Deal,Prospecting,31299,2022-07-23,2021-11-20,Outbound - AE,Pipeline,False,False,CompetitorC,,11,Legal review,New Business,2021-11-20T00:00:00
1975,128,2,Pinnacle Inc - Initial License,Qualification,5757,2025-07-02,2024-10-25,Inbound - Web,Best Case,False,False,CompetitorD,,31,Schedule demo,New Business,2024-10-25T00:00:00
1976,610,14,Horizon Corp - Platform Deal,Closed Won,115585,2024-09-27,2024-03-08,Partner Referral,Closed,True,True,CompetitorC,,32,,New Business,2024-03-08T00:00:00
1977,965,6,Zenith Technologies - Initial License,Qualification,17663,2023-12-12,2023-10-25,Outbound - AE,Best Case,False,False,,,14,Schedule demo,New Business,2023-10-25T00:00:00
1978,716,16,Optima Corp - Platform Deal,Prospecting,7937,2025-07-06,2024-12-18,,Pipeline,False,False,CompetitorD,,66,Schedule demo,New Business,2024-12-18T00:00:00
1979,946,12,Synergy Systems - Initial License,Prospecting,188725,2025-01-22,2024-05-10,Webinar,Pipeline,False,False,Open Source Alternative,,56,Technical review,New Business,2024-05-10T00:00:00
1980,495,16,Nexus Solutions - Platform Deal,Closed Lost,30082,2024-12-24,2024-07-05,Event,Omitted,False,True,Open Source Alternative,Timing,33,,New Business,2024-07-05T00:00:00
1981,500,15,Vanguard Platforms - Platform Deal,Closed Lost,108442,2024-12-19,2024-11-15,Product-Led,Omitted,False,True,CompetitorD,No Decision,13,,New Business,2024-11-15T00:00:00
1982,231,7,Global Corp - New Business,Closed Won,439618,2024-12-31,2024-09-17,Event,Closed,True,True,,,5,,New Business,2024-09-17T00:00:00
1983,347,3,Optima Group - Initial License,Prospecting,49831,2025-01-25,2024-10-13,Partner Referral,Pipeline,False,False,,,41,POC setup,New Business,2024-10-13T00:00:00
1984,262,5,Zenith Group - Initial License,Prospecting,37123,2024-07-29,2024-06-21,Outbound - AE,Pipeline,False,False,,,41,Executive alignment,New Business,2024-06-21T00:00:00
1985,214,14,Pacific Partners - Initial License,Qualification,31824,2022-01-03,2021-10-17,Inbound - Web,Best Case,False,False,,,32,Schedule demo,New Business,2021-10-17T00:00:00
1986,944,13,Zenith Group - New Business,Closed Lost,8546,2024-12-31,2024-11-15,Inbound - Web,Omitted,False,True,CompetitorA,Competitor,24,,New Business,2024-11-15T00:00:00
1987,661,15,Nexus Partners - Initial License,Discovery,954668,2021-03-10,2020-09-06,Inbound - Web,Pipeline,False,False,CompetitorC,,33,Reference call,New Business,2020-09-06T00:00:00
1988,12,13,Nexus Software - Initial License,Closed Lost,73320,2023-12-21,2023-05-18,Outbound - SDR,Omitted,False,True,CompetitorC,Feature Gap,19,,New Business,2023-05-18T00:00:00
1989,458,16,Optima Group - Platform Deal,Proposal,11364,2025-05-13,2024-12-10,Partner Referral,Best Case,False,False,CompetitorD,,20,Schedule demo,New Business,2024-12-10T00:00:00
1990,4,5,Vanguard Platforms - Initial License,Discovery,42153,2024-10-11,2024-05-02,Inbound - Content,Pipeline,False,False,CompetitorB,,27,POC setup,New Business,2024-05-02T00:00:00
1991,519,3,Summit Corp - New Business,Qualification,102750,2025-03-04,2024-11-11,Outbound - SDR,Best Case,False,False,CompetitorE,,6,Contract signing,New Business,2024-11-11T00:00:00
1992,37,9,Elevate Labs - Initial License,Qualification,114359,2025-05-08,2024-12-05,Product-Led,Best Case,False,False,CompetitorA,,24,Reference call,New Business,2024-12-05T00:00:00
1993,513,8,Nova Software - New Business,Closed Lost,809244,2022-12-11,2022-08-30,Event,Omitted,False,True,,Competitor,44,,New Business,2022-08-30T00:00:00
1994,860,9,Summit Enterprises - Platform Deal,Proposal,27833,2025-02-09,2024-12-19,Webinar,Best Case,False,False,,,3,Technical review,New Business,2024-12-19T00:00:00
1995,877,4,Optima Holdings - Initial License,Prospecting,23335,2023-01-27,2022-09-10,Event,Pipeline,False,False,CompetitorB,,6,Reference call,New Business,2022-09-10T00:00:00
1996,687,6,Nova Networks - New Business,Discovery,18795,2024-11-19,2024-09-12,Outbound - SDR,Pipeline,False,False,CompetitorE,,52,Legal review,New Business,2024-09-12T00:00:00
1997,206,6,Synergy Digital - Initial License,Discovery,116887,2024-01-05,2023-06-15,Inbound - Content,Pipeline,False,False,CompetitorA,,51,Technical review,New Business,2023-06-15T00:00:00
1998,885,12,Pinnacle Holdings - New Business,Qualification,,2022-10-17,2022-06-01,Outbound - SDR,Best Case,False,False,,,52,Send proposal,New Business,2022-06-01T00:00:00
1999,538,6,Catalyst Group - Initial License,Prospecting,32025,2024-07-23,2024-04-15,Inbound - Web,Pipeline,False,False,Open Source Alternative,,39,Send proposal,New Business,2024-04-15T00:00:00
2000,703,10,Zenith Partners - New Business,Negotiation,33624,2022-07-15,2022-05-18,Event,Commit,False,False,CompetitorD,,16,Executive alignment,New Business,2022-05-18T00:00:00
2001,317,13,Vertex Systems - New Business,Discovery,44219,2023-07-23,2023-02-10,Product-Led,Pipeline,False,False,CompetitorA,,31,Legal review,New Business,2023-02-10T00:00:00
2002,602,5,Zenith Partners - New Business,Prospecting,25507,2023-11-01,2023-08-25,Outbound - SDR,Pipeline,False,False,,,15,POC setup,New Business,2023-08-25T00:00:00
