tracker_id,call_id,tracker_name,tracker_category,mention_count
11253,4843,Risk - Competitor Evaluation,Risk,8
11254,4843,Budget - Freeze Mentioned,Budget,7
11255,4843,Pricing - Enterprise Tier,Pricing,1
11256,4843,Risk - Budget Freeze,Risk,4
11257,4844,Technical - Performance Requirements,Technical,2
11258,4844,Competitor - CompetitorC,Competitor,5
11259,4844,Security - SSO Requirement,Security,8
11260,4844,Objection - Need More Stakeholder Buy-in,Objection,3
11261,4844,Decision Timeline Confirmed,Buying Signal,1
11262,4844,Technical - Data Migration Plan,Technical,7
11263,4846,Competitor - Open Source Alternative,Competitor,4
11264,4846,Budget - Freeze Mentioned,Budget,7
11265,4846,Next Steps Discussed,Buying Signal,3
11266,4846,Pricing - Enterprise Tier,Pricing,5
11267,4846,Objection - Too Complex,Objection,6
11268,4846,Budget - Reallocating Funds,Budget,5
11269,4846,,,6
11270,4846,Technical - Custom Workflow Needs,Technical,3
11271,4847,Procurement Process Started,Buying Signal,5
11272,4847,Security - SSO Requirement,Security,7
11273,4851,Technical - Data Migration Plan,Technical,4
11274,4851,Risk - Competitor Evaluation,Risk,2
11275,4853,Competitor - CompetitorE,Competitor,1
11276,4858,Security - SOC2 Compliance,Security,7
11277,4858,Reference Call Requested,Buying Signal,4
11278,4858,Pricing - Volume Discount,Pricing,8
11279,4861,Pricing - Enterprise Tier,Pricing,4
11280,4861,Technical - SSO / SAML Setup,Technical,3
11281,4861,,,7
11282,4861,Contract Review Started,Buying Signal,1
11283,4861,Risk - Stakeholder Pushback,Risk,4
11284,4861,Risk - Competitor Evaluation,Risk,2
11285,4861,Technical - Performance Requirements,Technical,8
11286,4864,Objection - Team Adoption Concern,Objection,-2
11287,4864,Risk - Legal Blockers,Risk,1
11288,4864,POC Requested,Buying Signal,4
11289,4864,Budget - Needs Approval,Budget,5
11290,4864,Objection - Too Complex,Objection,1
11291,4865,Risk - Competitor Evaluation,Risk,1
11292,4865,Decision Maker Involved,Buying Signal,3
11293,4865,Technical - Performance Requirements,Technical,2
11294,4865,Risk - Delayed Timeline,Risk,3
11295,4868,Competitor - CompetitorA,Competitor,2
11296,4868,Contract Review Started,Buying Signal,3
11297,4868,Competitor - CompetitorD,Competitor,1
11298,4868,Discount - Competitive Match,Discount,6
11299,4870,,,8
11300,4870,Pricing - Requested Quote,Pricing,6
11301,4870,Technical - API Integration,Technical,8
11302,4871,Security - SSO Requirement,Security,6
11303,4871,Technical - API Integration,Technical,7
11304,4871,Discount - Competitive Match,Discount,1
11305,4871,Next Steps Discussed,Buying Signal,5
11306,4871,Technical - SSO / SAML Setup,Technical,2
11307,4873,Competitor - CompetitorE,Competitor,4
11308,4873,Pricing - Volume Discount,Pricing,6
11309,4874,Technical - Custom Workflow Needs,Technical,2
11310,4874,Decision Maker Involved,Buying Signal,1
11311,4874,Discount - Multi-Year Ask,Discount,5
11312,4874,Risk - Champion Leaving,Risk,3
11313,4874,Competitor - Open Source Alternative,Competitor,5
11314,4875,Pricing - Volume Discount,Pricing,4
11315,4875,Technical - Performance Requirements,Technical,1
11316,4875,,,6
11317,4876,Objection - Switching Cost,Objection,2
11318,4876,Technical - SSO / SAML Setup,Technical,7
11319,4876,Competitor - CompetitorC,Competitor,7
11320,4877,Risk - Competitor Evaluation,Risk,3
11321,4878,Technical - Performance Requirements,Technical,2
11322,4878,Pricing - Volume Discount,Pricing,6
11323,4878,Pricing - Compared to Competitor,Pricing,-6
11324,4880,Risk - Legal Blockers,Risk,3
11325,4880,Competitor - CompetitorE,Competitor,3
11326,4880,Competitor - CompetitorD,Competitor,5
11327,4881,Procurement Process Started,Buying Signal,6
11328,4882,Budget - Reallocating Funds,Budget,3
11329,4882,Discount - Competitive Match,Discount,1
11330,4882,Decision Timeline Confirmed,Buying Signal,1
11331,4883,Objection - Need More Stakeholder Buy-in,Objection,4
11332,4883,Competitor - CompetitorA,Competitor,1
11333,4883,Objection - Team Adoption Concern,Objection,4
11334,4883,Technical - Data Migration Plan,Technical,2
11335,4883,Security - SOC2 Compliance,Security,3
11336,4883,Discount - End of Quarter,Discount,6
11337,4884,Security - SSO Requirement,Security,6
11338,4886,,,3
11339,4886,Discount - End of Quarter,Discount,6
11340,4886,Pricing - Compared to Competitor,Pricing,5
11341,4886,Decision Timeline Confirmed,Buying Signal,4
11342,4887,Pricing - Enterprise Tier,Pricing,3
11343,4887,Objection - Missing Feature,Objection,3
11344,4887,,,5
11345,4887,Technical - SSO / SAML Setup,Technical,7
11346,4887,Security - SOC2 Compliance,Security,5
11347,4890,Budget - Needs Approval,Budget,2
11348,4890,Discount - Competitive Match,Discount,3
11349,4890,Decision Maker Involved,Buying Signal,5
11350,4890,,,6
11351,4891,Competitor - CompetitorE,Competitor,4
11352,4891,Budget - Approved,Budget,-4
11353,4891,Pricing - Enterprise Tier,Pricing,3
11354,4891,Budget - Reallocating Funds,Budget,2
11355,4891,Discount - Multi-Year Ask,Discount,3
11356,4891,Next Steps Discussed,Buying Signal,2
11357,4891,Pricing - Too Expensive Objection,Pricing,1
11358,4892,Risk - Budget Freeze,Risk,6
11359,4892,Budget - Freeze Mentioned,Budget,1
11360,4892,Budget - Needs Approval,Budget,8
11361,4892,Competitor - CompetitorE,Competitor,1
11362,4893,,,2
11363,4893,Decision Timeline Confirmed,Buying Signal,5
11364,4893,Competitor - CompetitorC,Competitor,1
11365,4893,Pricing - Too Expensive Objection,Pricing,5
11366,4893,Objection - Too Complex,Objection,3
11367,4895,Pricing - Enterprise Tier,Pricing,4
11368,4895,Risk - Champion Leaving,Risk,3
11369,4895,Procurement Process Started,Buying Signal,8
11370,4895,Security - SOC2 Compliance,Security,3
11371,4895,Budget - Approved,Budget,1
11372,4895,Next Steps Discussed,Buying Signal,7
11373,4898,Objection - Team Adoption Concern,Objection,3
11374,4898,Risk - Stakeholder Pushback,Risk,2
11375,4898,Objection - Too Complex,Objection,1
11376,4899,Discount - End of Quarter,Discount,5
11377,4899,Pricing - Requested Quote,Pricing,8
11378,4899,Competitor - Open Source Alternative,Competitor,8
11379,4900,Pricing - Too Expensive Objection,Pricing,2
11380,4902,Competitor - CompetitorA,Competitor,4
11381,4902,Pricing - Requested Quote,Pricing,2
11382,4902,Security - SSO Requirement,Security,8
11383,4904,Objection - Missing Feature,Objection,5
11384,4904,Risk - Budget Freeze,Risk,7
11385,4905,Risk - No Decision Likely,Risk,2
11386,4905,Competitor - CompetitorB,Competitor,2
11387,4905,Discount - Competitive Match,Discount,4
11388,4905,Competitor - CompetitorD,Competitor,8
11389,4905,Budget - Approved,Budget,7
11390,4906,Competitor - CompetitorB,Competitor,5
11391,4906,Competitor - CompetitorE,Competitor,2
11392,4906,Next Steps Discussed,Buying Signal,3
11393,4906,Technical - Custom Workflow Needs,Technical,4
11394,4906,Risk - Champion Leaving,Risk,7
11395,4906,Competitor - CompetitorD,Competitor,3
11396,4906,Competitor - CompetitorC,Competitor,1
11397,4907,POC Requested,Buying Signal,7
11398,4907,Objection - Missing Feature,Objection,-2
11399,4909,Discount - Multi-Year Ask,Discount,8
11400,4910,Technical - API Integration,Technical,7
11401,4910,Reference Call Requested,Buying Signal,4
11402,4910,Discount - Competitive Match,Discount,3
11403,4910,Technical - Custom Workflow Needs,Technical,7
11404,4910,Objection - Need More Stakeholder Buy-in,Objection,5
11405,4910,Pricing - Requested Quote,Pricing,5
11406,4911,Discount - Competitive Match,Discount,8
11407,4911,Pricing - Compared to Competitor,Pricing,6
11408,4911,Competitor - CompetitorB,Competitor,8
11409,4911,Pricing - Requested Quote,Pricing,3
11410,4911,Objection - Too Complex,Objection,2
11411,4912,Risk - Delayed Timeline,Risk,2
11412,4912,Procurement Process Started,Buying Signal,7
11413,4912,Pricing - Too Expensive Objection,Pricing,8
11414,4912,Pricing - Compared to Competitor,Pricing,7
11415,4912,Technical - Custom Workflow Needs,Technical,7
11416,4913,Competitor - CompetitorB,Competitor,3
11417,4914,Pricing - Compared to Competitor,Pricing,8
11418,4914,Risk - Competitor Evaluation,Risk,3
11419,4914,Budget - Freeze Mentioned,Budget,6
11420,4914,Competitor - CompetitorB,Competitor,8
11421,4914,Risk - Budget Freeze,Risk,5
11422,4914,Budget - Needs Approval,Budget,6
11423,4915,Competitor - CompetitorB,Competitor,3
11424,4916,Pricing - Volume Discount,Pricing,1
11425,4916,Security - SSO Requirement,Security,3
11426,4918,Budget - Freeze Mentioned,Budget,6
11427,4918,POC Requested,Buying Signal,3
11428,4918,Discount - End of Quarter,Discount,8
11429,4919,,,6
11430,4920,Discount - Competitive Match,Discount,5
11431,4920,Objection - Team Adoption Concern,Objection,3
11432,4921,Technical - Custom Workflow Needs,Technical,-7
11433,4921,Procurement Process Started,Buying Signal,3
11434,4921,Objection - Missing Feature,Objection,8
11435,4921,Risk - Champion Leaving,Risk,6
11436,4922,Competitor - Open Source Alternative,Competitor,7
11437,4924,Risk - Competitor Evaluation,Risk,3
11438,4924,Objection - Need More Stakeholder Buy-in,Objection,7
11439,4924,Competitor - CompetitorE,Competitor,3
11440,4924,Procurement Process Started,Buying Signal,3
11441,4924,Competitor - CompetitorD,Competitor,1
11442,4925,,,5
11443,4925,Decision Timeline Confirmed,Buying Signal,3
11444,4925,Objection - Switching Cost,Objection,8
11445,4929,Risk - Champion Leaving,Risk,3
11446,4929,Contract Review Started,Buying Signal,7
11447,4929,Competitor - CompetitorE,Competitor,4
11448,4929,Budget - Needs Approval,Budget,2
11449,4929,Security - Penetration Testing,Security,2
11450,4932,Objection - Missing Feature,Objection,8
11451,4932,Pricing - Requested Quote,Pricing,4
11452,4933,Competitor - CompetitorC,Competitor,4
11453,4933,Budget - Approved,Budget,4
11454,4933,POC Requested,Buying Signal,7
11455,4933,Competitor - Open Source Alternative,Competitor,3
11456,4935,Risk - Budget Freeze,Risk,8
11457,4935,Procurement Process Started,Buying Signal,2
11458,4935,Risk - Delayed Timeline,Risk,2
11459,4936,Pricing - Requested Quote,Pricing,1
11460,4936,Pricing - Compared to Competitor,Pricing,5
11461,4936,,,2
11462,4936,Objection - Too Complex,Objection,5
11463,4938,Competitor - CompetitorA,Competitor,7
11464,4938,Competitor - CompetitorD,Competitor,-5
11465,4938,Technical - Data Migration Plan,Technical,3
11466,4938,,,2
11467,4938,Discount - Multi-Year Ask,Discount,3
11468,4938,Next Steps Discussed,Buying Signal,4
11469,4938,Objection - Need More Stakeholder Buy-in,Objection,4
11470,4939,Competitor - CompetitorC,Competitor,8
11471,4939,Discount - Multi-Year Ask,Discount,3
11472,4939,Objection - Team Adoption Concern,Objection,4
11473,4939,Competitor - CompetitorB,Competitor,4
11474,4939,Pricing - Volume Discount,Pricing,3
11475,4940,Risk - Budget Freeze,Risk,2
11476,4940,Budget - Freeze Mentioned,Budget,7
11477,4940,Decision Timeline Confirmed,Buying Signal,7
11478,4941,Competitor - CompetitorE,Competitor,8
11479,4941,Objection - Too Complex,Objection,8
11480,4941,Security - SOC2 Compliance,Security,5
11481,4942,Discount - Competitive Match,Discount,8
11482,4942,Procurement Process Started,Buying Signal,4
11483,4942,Pricing - Volume Discount,Pricing,2
11484,4942,Competitor - CompetitorC,Competitor,6
11485,4943,Pricing - Enterprise Tier,Pricing,7
11486,4943,Pricing - Too Expensive Objection,Pricing,4
11487,4943,Budget - Freeze Mentioned,Budget,8
11488,4943,Security - Penetration Testing,Security,4
11489,4946,Pricing - Volume Discount,Pricing,7
11490,4946,Reference Call Requested,Buying Signal,2
11491,4946,Contract Review Started,Buying Signal,4
11492,4947,Competitor - Open Source Alternative,Competitor,8
11493,4947,Next Steps Discussed,Buying Signal,4
11494,4948,Objection - Missing Feature,Objection,5
11495,4948,Discount - Multi-Year Ask,Discount,5
11496,4948,Competitor - CompetitorD,Competitor,2
11497,4948,Competitor - CompetitorC,Competitor,7
11498,4948,Decision Maker Involved,Buying Signal,3
11499,4949,Competitor - CompetitorE,Competitor,3
11500,4949,Risk - Delayed Timeline,Risk,3
11501,4949,Next Steps Discussed,Buying Signal,6
11502,4949,Discount - Competitive Match,Discount,7
11503,4949,Objection - Team Adoption Concern,Objection,7
11504,4949,Decision Maker Involved,Buying Signal,5
11505,4950,Reference Call Requested,Buying Signal,1
11506,4950,Objection - Too Complex,Objection,8
11507,4950,Pricing - Enterprise Tier,Pricing,3
11508,4950,Technical - SSO / SAML Setup,Technical,2
11509,4950,Risk - Budget Freeze,Risk,6
11510,4952,Risk - Competitor Evaluation,Risk,2
11511,4952,Discount - Competitive Match,Discount,7
11512,4952,Risk - Legal Blockers,Risk,7
11513,4952,Competitor - CompetitorC,Competitor,4
11514,4952,Objection - Switching Cost,Objection,6
11515,4952,Objection - Too Complex,Objection,8
11516,4952,Discount - End of Quarter,Discount,3
11517,4952,Objection - Need More Stakeholder Buy-in,Objection,-7
11518,4953,Pricing - Enterprise Tier,Pricing,3
11519,4953,Risk - Budget Freeze,Risk,7
11520,4953,Competitor - CompetitorD,Competitor,7
11521,4953,Risk - No Decision Likely,Risk,6
11522,4953,Technical - SSO / SAML Setup,Technical,1
11523,4954,Technical - SSO / SAML Setup,Technical,5
11524,4954,Next Steps Discussed,Buying Signal,6
11525,4954,Objection - Too Complex,Objection,8
11526,4954,Objection - Team Adoption Concern,Objection,7
11527,4954,Risk - Champion Leaving,Risk,2
11528,4956,Risk - Budget Freeze,Risk,5
11529,4956,,,1
11530,4956,Objection - Team Adoption Concern,Objection,4
11531,4956,Pricing - Too Expensive Objection,Pricing,7
11532,4956,Pricing - Volume Discount,Pricing,8
11533,4956,Discount - End of Quarter,Discount,3
11534,4959,Pricing - Requested Quote,Pricing,4
11535,4959,Objection - Too Complex,Objection,5
11536,4959,Objection - Missing Feature,Objection,7
11537,4960,Objection - Too Complex,Objection,7
11538,4960,Next Steps Discussed,Buying Signal,4
11539,4960,Discount - Multi-Year Ask,Discount,8
11540,4960,Competitor - CompetitorD,Competitor,7
11541,4962,Objection - Too Complex,Objection,1
11542,4962,Technical - Data Migration Plan,Technical,6
11543,4962,Risk - Competitor Evaluation,Risk,4
11544,4962,Objection - Switching Cost,Objection,7
11545,4964,Risk - Stakeholder Pushback,Risk,8
11546,4964,,,1
11547,4964,Pricing - Too Expensive Objection,Pricing,7
11548,4964,Objection - Switching Cost,Objection,8
11549,4964,Pricing - Compared to Competitor,Pricing,1
11550,4965,Budget - Approved,Budget,8
11551,4965,Objection - Need More Stakeholder Buy-in,Objection,6
11552,4965,,,5
11553,4965,Risk - Competitor Evaluation,Risk,8
11554,4965,Pricing - Compared to Competitor,Pricing,1
11555,4965,Security - Data Residency,Security,6
11556,4969,Objection - Need More Stakeholder Buy-in,Objection,2
11557,4969,Security - SOC2 Compliance,Security,7
11558,4969,Security - Penetration Testing,Security,1
11559,4970,Pricing - Volume Discount,Pricing,6
11560,4970,Objection - Too Complex,Objection,-4
11561,4971,Technical - SSO / SAML Setup,Technical,8
11562,4971,Budget - Freeze Mentioned,Budget,5
11563,4971,Security - SSO Requirement,Security,1
11564,4971,Discount - End of Quarter,Discount,1
11565,4971,Risk - Stakeholder Pushback,Risk,5
11566,4972,Risk - Stakeholder Pushback,Risk,7
11567,4972,Procurement Process Started,Buying Signal,4
11568,4972,Decision Timeline Confirmed,Buying Signal,2
11569,4972,Security - SOC2 Compliance,Security,2
11570,4973,Pricing - Volume Discount,Pricing,6
11571,4973,Objection - Missing Feature,Objection,7
11572,4973,Procurement Process Started,Buying Signal,7
11573,4973,Budget - Needs Approval,Budget,1
11574,4975,Contract Review Started,Buying Signal,5
11575,4975,,,5
11576,4975,Budget - Needs Approval,Budget,5
11577,4976,Pricing - Too Expensive Objection,Pricing,4
11578,4976,Risk - Budget Freeze,Risk,2
11579,4976,Security - SSO Requirement,Security,7
11580,4976,Objection - Missing Feature,Objection,4
11581,4976,Next Steps Discussed,Buying Signal,6
11582,4979,Security - Penetration Testing,Security,3
11583,4979,,,5
11584,4980,Pricing - Enterprise Tier,Pricing,7
11585,4980,Reference Call Requested,Buying Signal,7
11586,4980,Contract Review Started,Buying Signal,3
11587,4981,Discount - End of Quarter,Discount,4
11588,4981,Security - Penetration Testing,Security,7
11589,4981,Objection - Missing Feature,Objection,4
11590,4981,Decision Timeline Confirmed,Buying Signal,8
11591,4982,Objection - Need More Stakeholder Buy-in,Objection,1
11592,4984,Competitor - CompetitorE,Competitor,2
11593,4984,Risk - Delayed Timeline,Risk,2
11594,4985,Competitor - CompetitorD,Competitor,8
11595,4985,Risk - Legal Blockers,Risk,7
11596,4985,Competitor - CompetitorA,Competitor,-3
11597,4985,Objection - Too Complex,Objection,4
11598,4986,Technical - Performance Requirements,Technical,4
11599,4986,Competitor - CompetitorB,Competitor,5
11600,4986,Discount - Competitive Match,Discount,1
11601,4986,Technical - Data Migration Plan,Technical,8
11602,4990,Contract Review Started,Buying Signal,3
11603,4991,Risk - No Decision Likely,Risk,5
11604,4991,Decision Maker Involved,Buying Signal,8
11605,4992,Objection - Team Adoption Concern,Objection,1
11606,4992,Pricing - Volume Discount,Pricing,4
11607,4992,Discount - Competitive Match,Discount,7
11608,4992,Competitor - CompetitorA,Competitor,2
11609,4992,Competitor - CompetitorD,Competitor,2
11610,4993,Competitor - CompetitorC,Competitor,4
11611,4993,Security - SOC2 Compliance,Security,5
11612,4993,Security - Penetration Testing,Security,-4
11613,4993,Decision Maker Involved,Buying Signal,6
11614,4995,Competitor - CompetitorD,Competitor,8
11615,4995,Objection - Need More Stakeholder Buy-in,Objection,5
11616,4996,Budget - Freeze Mentioned,Budget,5
11617,4996,Pricing - Requested Quote,Pricing,7
11618,4996,Risk - Competitor Evaluation,Risk,5
11619,4996,Pricing - Compared to Competitor,Pricing,7
11620,4997,,,3
11621,4997,Discount - Competitive Match,Discount,1
11622,4997,Security - SSO Requirement,Security,7
11623,4997,Budget - Approved,Budget,3
11624,4999,Decision Timeline Confirmed,Buying Signal,8
11625,4999,Objection - Need More Stakeholder Buy-in,Objection,2
11626,4999,,,3
11627,4999,Procurement Process Started,Buying Signal,4
11628,4999,Security - SSO Requirement,Security,5
11629,5000,Technical - SSO / SAML Setup,Technical,4
11630,5000,Discount - Competitive Match,Discount,7
11631,5000,Pricing - Volume Discount,Pricing,3
11632,5002,Risk - Champion Leaving,Risk,4
11633,5002,Risk - No Decision Likely,Risk,7
11634,5002,Pricing - Too Expensive Objection,Pricing,5
11635,5002,Discount - End of Quarter,Discount,6
11636,5002,Security - SOC2 Compliance,Security,4
11637,5004,POC Requested,Buying Signal,8
11638,5005,Pricing - Requested Quote,Pricing,7
11639,5005,POC Requested,Buying Signal,5
11640,5006,Budget - Reallocating Funds,Budget,7
11641,5006,Competitor - CompetitorA,Competitor,3
11642,5006,Pricing - Enterprise Tier,Pricing,2
11643,5006,Technical - Performance Requirements,Technical,2
11644,5006,Competitor - CompetitorE,Competitor,8
11645,5006,Risk - No Decision Likely,Risk,1
11646,5007,Budget - Approved,Budget,4
11647,5007,Objection - Switching Cost,Objection,6
11648,5009,POC Requested,Buying Signal,6
11649,5009,Technical - API Integration,Technical,6
11650,5009,Security - Penetration Testing,Security,5
11651,5009,Pricing - Enterprise Tier,Pricing,8
11652,5009,Budget - Reallocating Funds,Budget,3
11653,5010,Decision Maker Involved,Buying Signal,3
11654,5010,Discount - End of Quarter,Discount,3
11655,5010,Security - Penetration Testing,Security,6
11656,5012,Contract Review Started,Buying Signal,7
11657,5012,Competitor - CompetitorC,Competitor,4
11658,5013,Risk - Budget Freeze,Risk,4
11659,5013,Pricing - Too Expensive Objection,Pricing,7
11660,5013,Budget - Freeze Mentioned,Budget,3
11661,5013,Objection - Switching Cost,Objection,5
11662,5013,Competitor - CompetitorA,Competitor,1
11663,5014,Procurement Process Started,Buying Signal,7
11664,5015,Technical - SSO / SAML Setup,Technical,2
11665,5015,Risk - No Decision Likely,Risk,7
11666,5015,Pricing - Requested Quote,Pricing,5
11667,5015,Technical - Custom Workflow Needs,Technical,1
11668,5016,Risk - Competitor Evaluation,Risk,5
11669,5016,Security - Penetration Testing,Security,7
11670,5016,Pricing - Volume Discount,Pricing,2
11671,5016,Pricing - Requested Quote,Pricing,6
11672,5016,Technical - Custom Workflow Needs,Technical,8
11673,5016,Discount - End of Quarter,Discount,1
11674,5018,Competitor - CompetitorB,Competitor,5
11675,5018,Competitor - CompetitorE,Competitor,1
11676,5018,Technical - Performance Requirements,Technical,4
11677,5018,Security - GDPR Compliance,Security,8
11678,5018,Competitor - Open Source Alternative,Competitor,1
11679,5020,Competitor - CompetitorD,Competitor,7
11680,5020,Pricing - Volume Discount,Pricing,3
11681,5021,Pricing - Enterprise Tier,Pricing,7
11682,5021,Competitor - CompetitorB,Competitor,2
11683,5021,Pricing - Too Expensive Objection,Pricing,7
11684,5024,Competitor - CompetitorB,Competitor,3
11685,5024,Procurement Process Started,Buying Signal,6
11686,5024,Risk - Champion Leaving,Risk,5
11687,5025,Pricing - Too Expensive Objection,Pricing,7
11688,5025,Reference Call Requested,Buying Signal,2
11689,5025,Pricing - Requested Quote,Pricing,2
11690,5026,Competitor - CompetitorA,Competitor,7
11691,5026,Pricing - Enterprise Tier,Pricing,2
11692,5026,Risk - Competitor Evaluation,Risk,1
11693,5026,Objection - Team Adoption Concern,Objection,1
11694,5029,Pricing - Too Expensive Objection,Pricing,1
11695,5029,Discount - Multi-Year Ask,Discount,-5
11696,5029,Next Steps Discussed,Buying Signal,6
11697,5029,Objection - Missing Feature,Objection,3
11698,5029,Objection - Need More Stakeholder Buy-in,Objection,6
11699,5029,Budget - Freeze Mentioned,Budget,5
11700,5031,Budget - Needs Approval,Budget,8
11701,5031,Competitor - CompetitorC,Competitor,1
11702,5031,Objection - Team Adoption Concern,Objection,3
11703,5031,Pricing - Requested Quote,Pricing,-8
11704,5031,Budget - Freeze Mentioned,Budget,6
11705,5033,Competitor - CompetitorB,Competitor,2
11706,5033,Competitor - CompetitorD,Competitor,3
11707,5033,Objection - Team Adoption Concern,Objection,1
11708,5034,Budget - Approved,Budget,7
11709,5034,Risk - Legal Blockers,Risk,3
11710,5034,Competitor - CompetitorE,Competitor,4
11711,5034,Technical - SSO / SAML Setup,Technical,3
11712,5035,Reference Call Requested,Buying Signal,4
11713,5035,Decision Timeline Confirmed,Buying Signal,6
11714,5038,Risk - Budget Freeze,Risk,6
11715,5038,Discount - End of Quarter,Discount,4
11716,5038,Objection - Switching Cost,Objection,8
11717,5038,Risk - Legal Blockers,Risk,5
11718,5038,Objection - Too Complex,Objection,6
11719,5040,Competitor - Open Source Alternative,Competitor,5
11720,5040,Competitor - CompetitorC,Competitor,2
11721,5040,Security - SSO Requirement,Security,1
11722,5040,Competitor - CompetitorE,Competitor,2
11723,5041,Reference Call Requested,Buying Signal,2
11724,5041,Security - SSO Requirement,Security,5
11725,5042,Competitor - CompetitorB,Competitor,1
11726,5042,Pricing - Requested Quote,Pricing,6
11727,5042,Objection - Too Complex,Objection,4
11728,5042,Reference Call Requested,Buying Signal,-1
11729,5044,Contract Review Started,Buying Signal,8
11730,5044,Discount - Multi-Year Ask,Discount,2
11731,5044,Decision Maker Involved,Buying Signal,4
11732,5046,Risk - No Decision Likely,Risk,3
11733,5046,Pricing - Too Expensive Objection,Pricing,7
11734,5046,Risk - Champion Leaving,Risk,7
11735,5046,Objection - Switching Cost,Objection,3
11736,5046,Procurement Process Started,Buying Signal,2
11737,5046,Pricing - Enterprise Tier,Pricing,6
11738,5047,Technical - Custom Workflow Needs,Technical,1
11739,5047,Pricing - Enterprise Tier,Pricing,8
11740,5048,Competitor - CompetitorD,Competitor,6
11741,5049,Pricing - Requested Quote,Pricing,2
11742,5049,Discount - Multi-Year Ask,Discount,1
11743,5049,Competitor - Open Source Alternative,Competitor,6
11744,5049,Risk - Stakeholder Pushback,Risk,8
11745,5050,Reference Call Requested,Buying Signal,3
11746,5050,Competitor - Open Source Alternative,Competitor,6
11747,5050,Discount - Multi-Year Ask,Discount,7
11748,5050,Decision Maker Involved,Buying Signal,4
11749,5050,Technical - Data Migration Plan,Technical,6
11750,5050,Competitor - CompetitorD,Competitor,8
11751,5052,Risk - Stakeholder Pushback,Risk,3
11752,5052,Risk - Legal Blockers,Risk,7
11753,5052,Objection - Switching Cost,Objection,1
11754,5052,Technical - Performance Requirements,Technical,8
11755,5052,Competitor - CompetitorC,Competitor,3
11756,5053,Risk - Legal Blockers,Risk,6
11757,5053,Next Steps Discussed,Buying Signal,4
11758,5053,Technical - Custom Workflow Needs,Technical,2
11759,5054,Pricing - Requested Quote,Pricing,4
11760,5054,Pricing - Enterprise Tier,Pricing,1
11761,5054,Objection - Need More Stakeholder Buy-in,Objection,4
11762,5055,POC Requested,Buying Signal,4
11763,5055,Contract Review Started,Buying Signal,7
11764,5055,,,8
11765,5056,,,5
11766,5056,Risk - Budget Freeze,Risk,7
11767,5056,Technical - API Integration,Technical,5
11768,5058,Budget - Reallocating Funds,Budget,4
11769,5060,Pricing - Requested Quote,Pricing,4
11770,5060,Technical - SSO / SAML Setup,Technical,7
11771,5060,Discount - Multi-Year Ask,Discount,6
11772,5060,Risk - Legal Blockers,Risk,2
11773,5060,Competitor - Open Source Alternative,Competitor,5
11774,5061,Objection - Missing Feature,Objection,7
11775,5061,Discount - Multi-Year Ask,Discount,8
11776,5061,Competitor - CompetitorB,Competitor,8
11777,5061,Risk - No Decision Likely,Risk,2
11778,5062,Next Steps Discussed,Buying Signal,3
11779,5062,Security - Data Residency,Security,8
11780,5062,Discount - Competitive Match,Discount,5
11781,5062,Competitor - Open Source Alternative,Competitor,2
11782,5062,Competitor - CompetitorC,Competitor,8
11783,5062,Risk - Competitor Evaluation,Risk,2
11784,5067,Technical - API Integration,Technical,7
11785,5067,Next Steps Discussed,Buying Signal,8
11786,5070,Risk - Delayed Timeline,Risk,1
11787,5070,Competitor - CompetitorE,Competitor,3
11788,5070,Competitor - CompetitorA,Competitor,4
11789,5070,Discount - Multi-Year Ask,Discount,4
11790,5071,,,7
11791,5071,Decision Timeline Confirmed,Buying Signal,1
11792,5074,Security - GDPR Compliance,Security,7
11793,5074,Security - SSO Requirement,Security,-1
11794,5074,Reference Call Requested,Buying Signal,7
11795,5075,Objection - Missing Feature,Objection,4
11796,5075,Competitor - CompetitorC,Competitor,1
11797,5077,Budget - Reallocating Funds,Budget,7
11798,5077,Security - Data Residency,Security,7
11799,5077,Objection - Team Adoption Concern,Objection,5
11800,5077,,,1
11801,5080,Risk - Delayed Timeline,Risk,6
11802,5080,Budget - Reallocating Funds,Budget,5
11803,5080,Budget - Freeze Mentioned,Budget,5
11804,5081,Security - GDPR Compliance,Security,4
11805,5082,Discount - Multi-Year Ask,Discount,1
11806,5082,Pricing - Compared to Competitor,Pricing,5
11807,5082,Security - SOC2 Compliance,Security,2
11808,5082,Competitor - CompetitorA,Competitor,7
11809,5082,Risk - Competitor Evaluation,Risk,6
11810,5083,,,6
11811,5083,Discount - Multi-Year Ask,Discount,8
11812,5083,Pricing - Too Expensive Objection,Pricing,5
11813,5083,Next Steps Discussed,Buying Signal,5
11814,5083,Competitor - CompetitorB,Competitor,7
11815,5083,Objection - Too Complex,Objection,6
11816,5083,Competitor - Open Source Alternative,Competitor,-6
11817,5083,Budget - Needs Approval,Budget,5
11818,5086,Competitor - CompetitorC,Competitor,7
11819,5086,Pricing - Volume Discount,Pricing,8
11820,5087,Risk - Competitor Evaluation,Risk,1
11821,5087,Discount - Multi-Year Ask,Discount,1
11822,5087,Decision Maker Involved,Buying Signal,3
11823,5087,Pricing - Requested Quote,Pricing,5
11824,5087,Competitor - CompetitorA,Competitor,1
11825,5087,Competitor - CompetitorC,Competitor,4
11826,5088,Pricing - Volume Discount,Pricing,8
11827,5088,Security - GDPR Compliance,Security,8
11828,5088,Risk - Champion Leaving,Risk,7
