call_id,opp_id,owner_id,call_date,duration_minutes,direction,call_type,disposition,num_participants,talk_ratio_rep,longest_monologue_sec,question_count,next_steps_mentioned
6257,1174,14,2024-09-24T13:15:00,56,Outbound,Technical Deep Dive,Completed,3,0.65,255,10,False
6258,3013,6,2024-12-31T09:00:00,19,Inbound,Demo,Completed,3,0.67,195,5,True
6259,712,4,2023-05-11T11:45:00,25,Inbound,Follow-Up,Completed,4,0.45,90,20,True
6260,976,2,2022-01-07T11:15:00,38,Outbound,Negotiation,Completed,3,0.52,112,14,True
6261,1184,10,2024-12-20T11:00:00,49,Outbound,QBR,Completed,3,0.68,130,9,False
6262,541,7,2024-09-21T14:30:00,38,Inbound,Discovery,Completed,6,0.55,188,14,False
6263,1971,7,2021-02-18T13:15:00,18,Inbound,Check-In,Rescheduled,1,,,0,False
6264,2541,6,2023-08-04T16:15:00,1,Inbound,Negotiation,Voicemail,1,,,0,False
6265,1007,11,2024-10-25T15:00:00,0,Outbound,Follow-Up,No Show,1,,,0,False
6266,4773,11,2024-12-22T14:45:00,37,Outbound,Technical Deep Dive,Completed,7,0.41,211,5,False
6267,901,2,2024-07-29T11:00:00,-41,Outbound,Follow-Up,Completed,6,0.44,198,6,False
6268,1607,4,2024-12-06T09:30:00,51,Outbound,Demo,Completed,4,0.36,117,10,True
6269,290,7,2023-11-18T14:15:00,45,Outbound,Discovery,Completed,4,1.35,169,16,True
6270,937,11,2024-12-23T09:30:00,52,Inbound,Technical Deep Dive,Completed,3,0.64,173,5,True
6271,2640,7,2024-12-15T12:00:00,53,Outbound,Technical Deep Dive,Completed,2,0.61,209,13,False
6272,1330,9,2024-08-08T13:00:00,55,Outbound,Discovery,Completed,5,0.51,152,17,False
6273,4133,1,2022-01-13T11:45:00,43,Outbound,Technical Deep Dive,Completed,3,0.47,210,22,True
6274,3283,9,2024-06-04T09:45:00,,Outbound,Follow-Up,No Show,1,,,0,False
6275,3186,15,2024-12-11T13:00:00,59,Inbound,Follow-Up,Completed,6,0.63,229,16,True
6276,3322,11,2024-02-27T10:45:00,24,Outbound,QBR,Rescheduled,1,,,0,False
6277,2104,2,2024-09-15T13:45:00,29,Outbound,Demo,Completed,3,0.41,116,8,True
6278,4380,7,2024-12-06T13:45:00,,Outbound,Technical Deep Dive,Completed,6,0.66,43,8,False
6279,4126,7,2030-06-15T10:00:00,46,Inbound,Negotiation,Completed,3,0.44,141,6,False
6280,3559,16,2024-12-09T15:15:00,52,Outbound,Follow-Up,Completed,4,0.67,224,8,False
6281,2059,12,2022-01-20T14:30:00,0,Inbound,Follow-Up,No Show,1,,,0,False
6282,3470,9,2030-06-15T10:00:00,2,Outbound,Follow-Up,Voicemail,1,,,0,False
6283,3580,4,2023-12-22T13:30:00,-48,Outbound,Follow-Up,Completed,8,0.38,144,17,False
6284,2715,7,2024-08-01T15:15:00,1,Outbound,Negotiation,Voicemail,1,,,0,False
6285,818,11,2024-12-04T15:30:00,0,Inbound,Check-In,No Show,1,,,0,False
6286,690,11,2022-04-26T10:00:00,52,Outbound,Technical Deep Dive,Completed,7,0.64,53,8,False
6287,3629,3,2024-04-24T15:30:00,29,Outbound,Technical Deep Dive,Completed,5,0.67,55,18,False
6288,2149,15,2024-10-06T13:30:00,0,Outbound,Technical Deep Dive,No Show,1,,,0,False
6289,1975,2,2024-12-10T11:00:00,47,Outbound,Discovery,Rescheduled,1,,,0,False
6290,1416,7,2024-05-24T15:45:00,46,Outbound,Technical Deep Dive,Completed,6,0.68,110,13,True
6291,3509,15,2024-06-07T15:45:00,0,Outbound,QBR,No Show,1,,,0,False
6292,1427,9,2022-12-09T16:45:00,,Inbound,Technical Deep Dive,Completed,8,0.6,52,16,False
6293,601,9,2024-12-12T15:15:00,15,Inbound,Follow-Up,Completed,8,0.6,71,3,True
6294,2355,1,2023-10-08T12:45:00,24,Inbound,Demo,Completed,4,0.64,136,16,False
6295,4532,6,2030-06-15T10:00:00,15,Inbound,Demo,Completed,8,0.53,153,4,False
6296,2585,3,2024-04-19T15:00:00,24,Outbound,Demo,Completed,5,0.43,166,21,True
6297,1549,13,2024-06-02T15:00:00,19,Outbound,Discovery,Completed,8,1.22,181,11,False
6298,2227,11,2024-12-01T10:15:00,42,Outbound,Follow-Up,Completed,8,0.71,177,8,True
6299,1387,9,2021-04-15T08:00:00,21,Outbound,Check-In,Completed,7,0.81,222,2,False
6300,2431,7,2023-12-30T12:30:00,20,Inbound,Negotiation,Completed,7,0.53,49,16,False
6301,3247,14,2024-06-02T14:00:00,0,Inbound,Follow-Up,No Show,1,,,0,False
6302,1402,11,2024-06-20T13:45:00,56,Outbound,Follow-Up,Completed,6,0.38,37,7,True
6303,2769,14,2024-02-13T15:30:00,58,Outbound,QBR,Completed,3,0.8,293,1,True
6304,2334,9,2021-07-31T15:15:00,0,Outbound,Negotiation,No Show,1,,,0,False
6305,1765,14,2023-04-29T15:15:00,34,Outbound,Negotiation,Completed,5,0.63,72,5,False
6306,2869,4,2022-01-08T15:30:00,33,Outbound,Check-In,Completed,6,0.64,209,9,True
6307,4550,2,2024-02-16T14:30:00,26,Outbound,Negotiation,Completed,2,0.58,113,15,False
6308,3687,11,2024-08-20T14:30:00,0,Inbound,Discovery,No Show,1,,,0,False
6309,3367,13,2022-01-11T09:45:00,20,Inbound,Technical Deep Dive,Completed,4,0.6,297,10,True
6310,946,3,2022-10-02T12:15:00,57,Outbound,Check-In,Completed,3,0.75,35,6,True
6311,2846,8,2024-12-15T14:15:00,17,Inbound,Demo,Completed,8,0.45,86,14,True
6312,2433,6,2023-09-21T13:45:00,-43,Outbound,Check-In,Completed,5,0.69,56,15,False
6313,3494,13,2024-02-07T14:00:00,48,Outbound,Technical Deep Dive,Completed,3,0.58,38,4,False
6314,143,8,2024-10-19T12:00:00,30,Outbound,Negotiation,Completed,8,0.44,118,12,False
6315,4392,9,2024-08-18T08:30:00,47,Inbound,Check-In,Completed,3,0.65,77,6,True
6316,2798,14,2024-09-27T17:30:00,3,Inbound,Discovery,Voicemail,1,,,0,False
6317,2459,1,2024-11-09T10:30:00,15,Outbound,QBR,Completed,4,0.63,240,10,False
6318,1961,14,2024-10-21T11:15:00,23,Outbound,Check-In,Completed,7,0.54,192,14,True
6319,3716,16,2022-11-27T17:00:00,24,Inbound,Discovery,Completed,3,0.6,96,3,False
6320,3072,14,2024-06-07T12:45:00,27,Inbound,QBR,Completed,3,0.69,81,7,True
6321,2058,3,2030-06-15T10:00:00,23,Outbound,Technical Deep Dive,Rescheduled,1,,,0,False
6322,4660,4,2023-10-16T14:15:00,60,Inbound,Check-In,Completed,6,0.43,120,17,False
6323,3916,6,2024-10-28T14:15:00,46,Outbound,Demo,Completed,3,0.5,153,17,True
6324,2660,7,2024-10-12T12:15:00,60,Outbound,Demo,Completed,8,0.52,143,13,True
6325,3476,15,2030-06-15T10:00:00,18,Outbound,Follow-Up,Completed,4,0.51,95,5,False
6326,383,15,2024-12-27T10:15:00,49,Outbound,Check-In,Completed,6,1.08,48,7,True
6327,1695,8,2024-12-06T15:30:00,0,Inbound,Discovery,No Show,1,,,0,False
6328,4663,15,2024-02-18T11:00:00,55,Outbound,Check-In,Completed,2,0.73,73,12,True
6329,3042,4,2022-12-21T11:45:00,50,Inbound,Discovery,Completed,5,0.66,72,13,True
6330,1828,12,2023-12-25T13:30:00,20,Inbound,QBR,Completed,3,0.7,278,8,True
6331,3286,3,2021-01-03T10:30:00,60,Inbound,Follow-Up,Completed,6,0.35,90,14,True
6332,2238,14,2024-10-17T12:30:00,30,Outbound,Discovery,Rescheduled,1,,,0,False
6333,2922,6,2023-11-22T16:00:00,58,Inbound,Negotiation,Completed,6,0.46,203,5,True
6334,894,5,2023-02-19T08:00:00,53,Inbound,Demo,Completed,6,0.52,148,9,False
6335,3157,13,2024-09-14T16:45:00,21,Outbound,QBR,Completed,5,0.48,240,12,True
6336,3440,1,2023-09-24T11:15:00,21,Outbound,Technical Deep Dive,Completed,4,0.62,203,7,False
6337,3700,12,2024-01-02T14:15:00,22,Inbound,Technical Deep Dive,Completed,6,0.57,227,12,True
6338,3121,2,2023-08-14T12:00:00,54,Inbound,Negotiation,Completed,6,0.64,201,22,True
6339,4023,16,2024-12-14T14:15:00,49,Outbound,Negotiation,Completed,2,0.43,45,5,True
6340,1464,12,2021-10-31T10:00:00,1,Outbound,Negotiation,Voicemail,1,,,0,False
6341,4144,12,2024-09-26T13:15:00,26,Outbound,Negotiation,Completed,6,0.7,199,15,True
6342,1019,12,2023-06-09T16:45:00,20,Outbound,Negotiation,Completed,6,0.76,157,5,True
6343,2192,3,2022-11-30T13:15:00,52,Inbound,Check-In,Completed,7,0.6,214,21,True
6344,409,14,2024-12-02T15:00:00,46,Outbound,Technical Deep Dive,Completed,5,0.74,37,14,False
6345,1577,3,2023-01-06T14:30:00,47,Inbound,Negotiation,Completed,2,0.46,78,16,True
6346,4425,5,2024-12-27T17:00:00,46,Inbound,Demo,Completed,7,0.56,189,11,False
6347,2301,8,2022-05-30T14:15:00,39,Outbound,Technical Deep Dive,Completed,5,0.53,61,19,False
6348,2421,10,2022-11-24T11:30:00,19,Inbound,Negotiation,Completed,7,0.54,174,9,True
6349,329,14,2024-07-28T15:00:00,50,Inbound,Follow-Up,Completed,8,0.55,111,14,False
6350,4804,6,2024-12-27T13:45:00,41,Inbound,Check-In,Completed,4,0.52,115,19,False
6351,1478,9,2023-04-08T12:30:00,0,Outbound,QBR,No Show,1,,,0,False
6352,3509,15,2024-07-03T08:45:00,23,Outbound,Negotiation,Completed,5,0.69,59,8,False
6353,213,12,2024-04-23T11:00:00,38,Outbound,Technical Deep Dive,Completed,6,0.41,79,4,False
6354,1723,8,2024-10-25T14:00:00,3,Outbound,Negotiation,Voicemail,1,,,0,False
6355,1690,15,2024-12-04T09:15:00,1,Inbound,Demo,Voicemail,1,,,0,False
6356,1801,10,2024-12-27T13:45:00,22,Outbound,Demo,Completed,6,0.68,96,7,True
6357,4757,9,2022-02-06T09:15:00,41,Inbound,Technical Deep Dive,Completed,2,0.54,121,18,True
6358,4441,12,2024-05-19T13:45:00,41,Inbound,Demo,Completed,8,0.58,52,12,True
6359,4252,1,2022-11-16T13:45:00,47,Outbound,Negotiation,Rescheduled,1,,,0,False
6360,4141,3,2024-11-18T12:15:00,20,Outbound,QBR,Completed,5,0.52,240,4,True
6361,3895,5,2023-02-05T14:00:00,24,Outbound,Demo,Completed,6,0.79,33,5,False
6362,4298,5,2024-06-15T12:00:00,57,Outbound,Technical Deep Dive,Completed,4,0.65,216,19,False
6363,3081,9,2024-07-01T16:45:00,0,Outbound,Demo,No Show,1,,,0,False
6364,3263,7,2023-02-03T13:00:00,0,Inbound,Negotiation,No Show,1,,,0,False
6365,2894,14,2024-08-27T10:45:00,27,Inbound,Check-In,Completed,6,0.73,81,9,False
6366,2228,15,2024-12-25T10:00:00,17,Outbound,Check-In,Completed,3,0.71,135,6,False
6367,1656,12,2024-03-11T14:15:00,20,Outbound,Demo,Completed,4,0.44,169,7,False
6368,4156,16,2024-12-12T09:30:00,41,Inbound,Demo,Completed,5,0.78,196,3,False
6369,2472,5,2024-06-01T14:15:00,17,Outbound,Discovery,Completed,5,0.54,230,11,True
6370,2114,16,2024-12-31T11:45:00,-57,Outbound,QBR,Rescheduled,1,,,0,False
6371,4695,3,2023-12-12T10:45:00,42,Outbound,QBR,Completed,2,0.44,217,18,True
6372,3944,9,2024-06-04T11:00:00,17,Outbound,Discovery,Completed,6,0.73,133,9,False
6373,4910,2,2024-02-07T13:45:00,27,Inbound,Follow-Up,Completed,5,0.55,111,14,True
6374,781,15,2024-05-06T08:00:00,2,Outbound,Demo,Voicemail,1,,,0,False
6375,2898,14,2024-12-21T14:45:00,1,Outbound,Check-In,Voicemail,1,,,0,False
6376,2098,6,2021-12-12T11:00:00,0,Outbound,Demo,No Show,1,,,0,False
6377,2020,3,2022-06-24T15:45:00,0,Outbound,Negotiation,No Show,1,,,0,False
6378,3744,13,2023-02-20T16:45:00,21,Inbound,QBR,Completed,2,0.55,45,6,False
6379,2102,8,2024-12-08T15:00:00,54,Inbound,Discovery,Completed,3,0.37,228,10,False
6380,1764,7,2024-06-11T12:00:00,49,Outbound,Discovery,Completed,7,0.54,73,7,True
6381,273,13,2024-09-05T08:15:00,29,Outbound,QBR,Completed,7,0.67,210,6,False
6382,4763,9,2024-12-21T17:30:00,0,Outbound,Demo,No Show,1,,,0,False
6383,4342,5,2023-08-05T09:45:00,0,Outbound,Follow-Up,No Show,1,,,0,False
6384,3769,4,2024-12-25T14:00:00,29,Inbound,Technical Deep Dive,Completed,8,0.69,174,6,True
6385,456,10,2024-08-22T13:45:00,31,Outbound,Check-In,Completed,8,0.61,200,6,False
6386,2718,10,2024-11-14T15:45:00,59,Outbound,Discovery,Completed,5,0.72,289,13,False
6387,3437,5,2024-10-05T12:45:00,55,Outbound,QBR,Completed,6,0.65,143,10,True
6388,939,7,2024-02-04T15:00:00,51,Outbound,QBR,Completed,8,1.41,185,6,True
6389,4689,15,2024-07-19T09:00:00,58,Inbound,Demo,Rescheduled,1,,,0,False
6390,1910,3,2023-02-17T15:15:00,59,Outbound,Follow-Up,Completed,3,0.25,30,9,True
6391,4281,4,2024-09-07T13:00:00,44,Outbound,Follow-Up,Completed,2,0.63,101,3,False
6392,4244,12,2022-03-04T10:15:00,41,Outbound,Discovery,Completed,4,0.4,206,10,False
6393,1886,7,2024-04-23T12:30:00,3,Outbound,Demo,Voicemail,1,,,0,False
6394,4137,13,2023-01-25T09:30:00,0,Outbound,Discovery,No Show,1,,,0,False
6395,2692,15,2024-12-23T12:45:00,60,Outbound,Follow-Up,Completed,3,0.57,158,15,False
6396,3710,4,2023-12-09T11:15:00,23,Outbound,Demo,Completed,3,0.49,134,5,False
6397,2593,5,2023-09-03T13:45:00,32,Outbound,Demo,Completed,4,0.61,278,15,False
6398,4356,9,2022-11-07T11:00:00,16,Inbound,QBR,Completed,5,0.45,75,4,True
6399,366,5,2024-12-17T15:45:00,0,Outbound,Negotiation,No Show,1,,,0,False
6400,2771,8,2024-11-04T09:00:00,22,Outbound,Demo,Completed,6,0.68,106,7,True
6401,4436,8,2024-12-10T13:15:00,0,Outbound,Negotiation,No Show,1,,,0,False
6402,3800,8,2024-08-18T12:45:00,46,Outbound,Check-In,Completed,3,0.54,92,12,False
6403,3368,4,2023-07-04T16:00:00,53,Outbound,Technical Deep Dive,Completed,4,0.51,234,8,False
6404,4582,14,2022-02-12T11:30:00,19,Inbound,Follow-Up,Completed,3,0.49,68,14,False
6405,3120,6,2022-01-27T17:45:00,0,Inbound,Negotiation,No Show,1,,,0,False
6406,2547,12,2024-08-11T14:45:00,19,Inbound,Demo,Completed,8,0.41,126,3,True
6407,183,14,2024-06-20T09:00:00,31,Inbound,Demo,Completed,4,0.76,42,3,True
6408,2993,7,2024-03-30T14:30:00,34,Outbound,Check-In,Completed,4,0.45,220,15,True
6409,37,1,2021-03-02T15:30:00,1,Outbound,Discovery,Voicemail,1,,,0,False
6410,4682,11,2022-12-14T11:00:00,21,Inbound,Follow-Up,Rescheduled,1,,,0,False
6411,821,5,2024-12-12T09:15:00,44,Outbound,Technical Deep Dive,Completed,4,0.39,54,6,True
6412,4393,16,2024-12-01T09:15:00,21,Inbound,Discovery,Completed,7,0.88,110,10,False
6413,1641,7,2022-07-25T10:00:00,28,Outbound,Follow-Up,Completed,4,0.57,73,8,True
6414,2494,2,2021-07-04T14:30:00,17,Outbound,Follow-Up,Completed,7,0.59,192,20,True
6415,279,10,2024-12-11T10:00:00,27,Outbound,Check-In,Completed,5,0.85,220,6,False
6416,1368,14,2024-12-29T11:30:00,23,Outbound,Follow-Up,Completed,5,0.63,155,9,False
6417,4232,1,2024-08-24T15:30:00,46,Outbound,QBR,Completed,2,0.62,114,15,False
6418,2355,1,2023-10-29T09:45:00,32,Outbound,QBR,Completed,7,0.57,126,9,True
6419,1462,12,2022-02-17T11:30:00,45,Inbound,Demo,Completed,7,0.47,196,15,True
6420,1979,12,2024-06-12T15:15:00,-21,Outbound,Check-In,Completed,4,0.5,160,13,True
6421,468,2,2024-10-01T15:00:00,29,Outbound,Discovery,Completed,3,0.58,71,21,False
6422,4078,10,2024-08-07T16:30:00,45,Outbound,QBR,Completed,8,0.62,165,10,True
6423,1641,7,2022-06-25T12:15:00,24,Inbound,Discovery,Rescheduled,1,,,0,False
6424,3874,3,2023-08-03T12:00:00,49,Outbound,Follow-Up,Completed,5,0.45,47,20,True
6425,1921,2,2021-02-11T13:45:00,36,Inbound,Technical Deep Dive,Completed,5,0.61,266,8,False
6426,3414,3,2023-10-15T13:15:00,0,Outbound,QBR,No Show,1,,,0,False
6427,4572,1,2024-11-28T16:30:00,33,Outbound,Check-In,Completed,6,0.32,230,10,True
6428,1429,1,2024-12-09T11:15:00,54,Outbound,Demo,Rescheduled,1,,,0,False
6429,550,4,2024-06-04T15:45:00,31,Inbound,Technical Deep Dive,Completed,7,0.4,188,15,False
6430,3249,9,2022-04-26T11:15:00,54,Outbound,Discovery,Completed,7,0.67,59,10,False
6431,3076,9,2024-01-08T10:00:00,41,Outbound,Discovery,Completed,2,0.42,63,14,True
6432,2199,11,2024-09-15T11:15:00,46,Outbound,Discovery,Completed,5,0.61,232,16,False
6433,2098,4,2022-05-18T17:00:00,45,Outbound,Negotiation,Completed,5,0.5,176,8,True
6434,1153,16,2024-12-10T15:15:00,36,Outbound,Technical Deep Dive,Completed,4,1.23,164,4,False
6435,235,5,2023-11-21T08:45:00,38,Outbound,Demo,Completed,7,0.5,210,8,False
6436,4045,2,2024-12-09T11:45:00,24,Outbound,Technical Deep Dive,Completed,4,0.6,175,14,True
6437,521,12,2024-10-24T16:45:00,38,Outbound,Technical Deep Dive,Rescheduled,1,,,0,False
6438,4678,7,2021-11-17T11:45:00,40,Outbound,Follow-Up,Completed,6,0.66,169,20,False
6439,669,11,2024-03-05T15:15:00,52,Outbound,QBR,Rescheduled,1,,,0,False
6440,1283,9,2023-12-14T13:00:00,0,Outbound,Discovery,No Show,1,,,0,False
6441,434,10,2024-12-19T12:00:00,49,Inbound,Technical Deep Dive,Completed,8,0.74,185,10,True
6442,1369,3,2023-09-26T10:45:00,26,Outbound,Negotiation,Completed,2,0.56,203,19,True
6443,2974,3,2024-01-08T12:15:00,20,Outbound,QBR,Completed,5,0.64,67,4,False
6444,1801,10,2024-12-24T11:45:00,53,Inbound,Demo,Completed,2,0.78,80,9,False
6445,4606,9,2024-12-22T17:15:00,27,Inbound,Technical Deep Dive,Completed,7,0.5,154,8,True
6446,3366,7,2024-11-11T10:45:00,27,Inbound,Technical Deep Dive,Completed,4,0.58,139,18,True
6447,1880,3,2024-09-10T13:15:00,-26,Inbound,Check-In,Completed,2,0.58,178,19,True
6448,3316,1,2023-07-06T09:45:00,3,Inbound,Follow-Up,Voicemail,1,,,0,False
6449,2382,8,2024-01-18T14:45:00,0,Outbound,Demo,No Show,1,,,0,False
6450,2336,9,2022-07-15T13:15:00,,Outbound,Technical Deep Dive,Completed,3,1.26,107,1,True
6451,3168,9,2024-12-27T09:15:00,35,Outbound,Check-In,Completed,7,0.65,180,13,False
6452,4288,3,2024-08-21T15:30:00,29,Inbound,QBR,Completed,2,0.45,124,13,True
6453,4509,3,2023-07-19T12:15:00,39,Inbound,Check-In,Completed,4,0.43,146,30,True
6454,2745,10,2024-12-21T09:30:00,2,Outbound,Check-In,Voicemail,1,,,0,False
6455,2079,4,2024-05-09T12:45:00,30,Outbound,Discovery,Rescheduled,1,,,0,False
6456,81,4,2024-02-15T11:15:00,0,Outbound,Check-In,No Show,1,,,0,False
6457,954,10,2023-08-05T15:45:00,38,Outbound,Technical Deep Dive,Rescheduled,1,,,0,False
6458,3078,9,2024-12-03T13:45:00,15,Outbound,Technical Deep Dive,Completed,6,0.66,223,3,True
6459,1200,2,2022-08-01T08:45:00,18,Outbound,Follow-Up,Completed,2,0.35,87,6,False
6460,4691,4,2024-07-22T10:15:00,20,Inbound,Follow-Up,Completed,5,0.55,195,12,True
6461,3902,7,2024-12-15T14:45:00,0,Inbound,Follow-Up,No Show,1,,,0,False
6462,937,11,2024-12-07T08:30:00,30,Outbound,Negotiation,Completed,5,0.55,196,2,False
6463,4184,13,2023-08-24T13:15:00,45,Outbound,Check-In,Completed,6,0.62,178,10,False
6464,4907,16,2024-07-28T10:15:00,48,Outbound,QBR,Completed,4,0.53,74,11,True
6465,2208,14,2024-01-23T14:15:00,43,Inbound,Discovery,Completed,2,0.73,261,6,False
6466,3474,11,2024-12-13T10:00:00,18,Outbound,Follow-Up,Completed,5,0.57,38,10,True
6467,2085,3,2023-05-22T09:00:00,45,Outbound,Check-In,Completed,3,0.4,31,12,True
6468,837,16,2024-09-05T11:15:00,46,Outbound,Negotiation,Completed,6,0.56,183,11,True
6469,752,6,2024-12-02T13:30:00,59,Outbound,Demo,Completed,6,0.74,205,8,False
6470,1344,12,2024-12-23T10:00:00,22,Inbound,Demo,Completed,4,0.71,83,3,False
6471,5,5,2023-01-01T11:30:00,3,Outbound,Follow-Up,Voicemail,1,,,0,False
6472,2252,5,2023-09-03T15:00:00,35,Outbound,Check-In,Rescheduled,1,,,0,False
6473,479,13,2030-06-15T10:00:00,2,Inbound,Negotiation,Voicemail,1,,,0,False
6474,4146,10,2024-12-19T12:15:00,0,Outbound,Follow-Up,No Show,1,,,0,False
6475,3313,9,2024-08-21T09:00:00,57,Inbound,Follow-Up,Completed,3,0.45,214,9,True
6476,1536,5,2024-05-04T13:45:00,20,Outbound,Check-In,Completed,8,0.72,282,9,False
6477,4169,16,2024-09-13T14:45:00,48,Inbound,Demo,Completed,8,0.39,141,8,True
6478,731,5,2024-08-03T12:15:00,50,Inbound,Demo,Completed,5,0.83,33,10,True
6479,1001,6,2022-04-09T10:45:00,0,Outbound,Follow-Up,No Show,1,,,0,False
6480,835,14,2022-02-26T15:15:00,23,Inbound,Follow-Up,Completed,4,0.65,56,13,True
6481,2226,13,2030-06-15T10:00:00,3,Outbound,QBR,Voicemail,1,,,0,False
6482,465,9,2024-05-07T15:45:00,,Outbound,Check-In,Rescheduled,1,,,0,False
6483,2421,10,2022-12-12T09:30:00,3,Outbound,Follow-Up,Voicemail,1,,,0,False
6484,4414,1,2022-08-22T14:45:00,0,Outbound,Follow-Up,No Show,1,,,0,False
6485,3527,6,2023-05-27T10:45:00,56,Outbound,Technical Deep Dive,Completed,6,0.5,83,5,False
6486,875,2,2024-02-26T14:00:00,56,Outbound,Follow-Up,Completed,2,0.64,50,16,False
6487,2047,2,2023-08-27T13:30:00,51,Outbound,Negotiation,Completed,7,0.38,113,21,True
6488,3372,7,2023-12-13T11:45:00,,Outbound,Discovery,Completed,7,0.67,68,11,False
6489,3846,11,2022-04-27T10:15:00,18,Outbound,Negotiation,Completed,4,0.71,212,3,True
6490,887,4,2024-05-17T14:30:00,56,Outbound,Check-In,Completed,8,0.46,30,4,True
6491,3645,3,2024-11-15T16:15:00,26,Outbound,Check-In,Completed,5,1.43,129,10,True
6492,855,16,2022-10-17T10:45:00,46,Inbound,Check-In,Completed,3,0.51,85,10,False
6493,2858,7,2024-06-04T13:15:00,35,Inbound,Discovery,Completed,2,1.35,200,11,True
6494,877,15,2024-12-23T16:45:00,26,Outbound,Follow-Up,Completed,6,0.7,92,8,False
6495,3222,15,2024-12-09T15:45:00,43,Outbound,QBR,Completed,3,0.74,45,12,True
6496,3999,15,2024-12-13T12:30:00,57,Inbound,Technical Deep Dive,Rescheduled,1,,,0,False
6497,1523,7,2023-09-11T15:00:00,55,Outbound,Check-In,Completed,8,0.67,44,17,False
6498,647,8,2024-11-27T15:15:00,0,Outbound,Discovery,No Show,1,,,0,False
6499,1520,5,2024-12-31T14:15:00,33,Outbound,Demo,Completed,4,0.51,55,15,False
6500,3562,3,2021-02-06T10:45:00,37,Inbound,Technical Deep Dive,Rescheduled,1,,,0,False
6501,1020,6,2030-06-15T10:00:00,2,Inbound,Follow-Up,Voicemail,1,,,0,False
6502,717,6,2024-12-03T09:00:00,35,Outbound,Check-In,Completed,2,0.52,51,16,False
6503,2756,2,2024-04-21T12:30:00,20,Outbound,QBR,Completed,2,0.73,263,2,False
6504,1831,3,2022-06-22T09:00:00,15,Outbound,Discovery,Completed,5,0.41,53,9,True
6505,1367,12,2022-10-28T15:00:00,37,Outbound,QBR,Completed,2,0.64,158,13,True
6506,1897,11,2024-05-07T12:45:00,59,Outbound,Technical Deep Dive,Completed,7,0.45,79,15,False
6507,2628,11,2024-07-20T14:30:00,55,Outbound,Negotiation,Completed,6,0.49,43,5,False
6508,1569,1,2024-04-01T12:45:00,60,Outbound,Follow-Up,Completed,2,0.37,202,9,False
6509,1837,11,2022-05-02T09:00:00,40,Outbound,Negotiation,Completed,4,0.59,78,15,False
6510,554,10,2023-07-06T12:00:00,19,Outbound,Check-In,Completed,5,0.47,202,6,False
6511,630,5,2023-05-14T14:15:00,21,Inbound,QBR,Completed,4,0.58,202,12,True
6512,1436,1,2024-07-25T10:00:00,31,Outbound,Follow-Up,Completed,7,1.13,215,10,True
6513,1357,3,2024-05-25T15:15:00,19,Outbound,Discovery,Completed,3,0.51,109,10,True
6514,2822,15,2024-12-05T17:45:00,46,Outbound,Discovery,Completed,7,0.66,127,6,True
6515,3107,12,2022-09-08T11:45:00,1,Outbound,QBR,Voicemail,1,,,0,False
6516,667,5,2024-12-30T08:15:00,19,Inbound,Technical Deep Dive,Completed,5,0.44,57,10,False
6517,2457,6,2024-08-23T16:15:00,15,Outbound,Discovery,Completed,3,0.67,142,20,False
6518,3681,1,2024-08-09T15:00:00,16,Outbound,Negotiation,Completed,7,0.35,64,6,False
6519,4925,4,2023-09-14T15:45:00,52,Inbound,Discovery,Completed,6,0.39,177,15,True
6520,3595,16,2024-12-09T13:15:00,55,Inbound,Follow-Up,Completed,2,0.44,112,13,False
6521,4042,4,2024-12-07T13:00:00,41,Outbound,Technical Deep Dive,Completed,5,0.42,177,4,False
6522,2274,14,2024-12-27T15:30:00,0,Outbound,Negotiation,No Show,1,,,0,False
6523,188,13,2024-09-15T16:30:00,22,Outbound,Discovery,Completed,4,0.6,233,7,False
6524,3713,1,2023-06-28T14:30:00,1,Inbound,QBR,Voicemail,1,,,0,False
6525,228,6,2024-12-26T12:30:00,22,Outbound,Discovery,Completed,8,0.51,144,16,False
6526,4913,12,2023-12-04T11:45:00,53,Outbound,Follow-Up,Completed,8,0.41,233,15,True
6527,2994,8,2024-07-05T12:45:00,0,Outbound,Demo,No Show,1,,,0,False
6528,172,1,2023-11-12T10:45:00,20,Inbound,Discovery,Completed,8,0.46,122,21,True
6529,4906,10,2022-11-11T09:30:00,57,Outbound,Check-In,Completed,7,1.12,42,14,True
6530,3885,15,2024-10-05T13:15:00,42,Outbound,QBR,Completed,2,0.8,201,3,False
6531,816,16,2030-06-15T10:00:00,56,Outbound,Technical Deep Dive,Completed,7,0.65,249,4,False
6532,2547,12,2024-10-15T15:00:00,0,Inbound,Check-In,No Show,1,,,0,False
6533,2806,4,2024-12-22T15:00:00,48,Outbound,Check-In,Completed,6,0.49,187,14,False
6534,2536,6,2023-01-28T09:30:00,55,Outbound,Discovery,Completed,5,0.64,106,14,False
6535,3919,11,2024-12-27T15:30:00,23,Outbound,Technical Deep Dive,Completed,2,0.63,83,3,False
6536,4031,8,2024-08-17T11:30:00,54,Outbound,Follow-Up,Completed,5,0.57,216,20,False
6537,4249,5,2022-08-16T13:45:00,30,Inbound,Discovery,Completed,7,0.6,167,20,True
6538,3004,16,2024-08-26T12:45:00,28,Outbound,Demo,Rescheduled,1,,,0,False
6539,4090,11,2021-12-17T16:30:00,48,Inbound,Follow-Up,Rescheduled,1,,,0,False
