activity_id,lead_id,campaign_id,activity_type,activity_date,utm_source
14919,6763,96,Ad Click,2021-11-02T00:14:00,facebook
14920,5809,90,Email Bounce,2021-11-28T20:56:00,
14921,638,11,Unsubscribe,2024-01-31T00:00:00,
14922,6434,131,Email Open,2020-10-22T01:58:00,
14923,1912,51,Page Visit,2020-07-16T14:25:00,direct
14924,183,77,Email Open,2023-12-05T17:30:00,
14925,350,170,Email Click,2020-01-11T12:18:00,
14926,5751,176,Email Click,2021-09-09T22:34:00,
14927,1176,,Email Open,2021-08-01T02:22:00,
14928,7056,175,Form Fill,2021-03-23T08:10:00,referral
14929,4266,192,Form Fill,2030-03-15T14:30:00,linkedin
14930,5437,104,Content Download,2023-07-31T03:55:00,
14931,5423,91,Content Download,2020-07-28T14:39:00,
14932,1480,94,Content Download,2024-12-22T00:00:00,
14933,2671,193,Email Open,2020-07-18T10:37:00,
14934,2019,18,Page Visit,2020-02-19T21:55:00,twitter
14935,5449,,Email Bounce,2024-03-12T06:53:00,
14936,1172,17,Form Fill,2021-07-31T13:06:00,referral
14937,6893,68,Form Fill,2023-07-29T18:29:00,twitter
14938,4360,123,Page Visit,2020-02-06T17:37:00,linkedin
14939,6078,69,Form Fill,2021-08-06T02:39:00,referral
14940,827,185,Email Open,2022-04-26T05:40:00,
14941,6903,74,Email Click,2024-07-31T04:56:00,
14942,7687,58,Email Open,2023-05-27T05:07:00,
14943,7725,56,Email Click,2020-09-09T09:29:00,
14944,7550,183,Email Click,2022-09-23T20:58:00,
14945,4381,151,Email Open,2024-09-02T18:47:00,
14946,2083,44,Email Open,2024-08-28T14:46:00,
14947,7246,68,Email Click,2023-07-29T10:30:00,
14948,1022,132,Email Open,2020-10-07T18:18:00,
14949,1652,136,Email Open,2021-01-07T10:28:00,
14950,3899,45,Email Open,2024-10-12T19:50:00,
14951,1950,17,Email Click,2021-07-31T20:01:00,
14952,6412,105,Webinar Registration,2020-03-14T15:19:00,
14953,391,43,Form Fill,2022-07-31T21:03:00,twitter
14954,2151,140,Form Fill,2021-07-10T17:44:00,
14955,950,162,Webinar Registration,2023-02-15T23:22:00,
14956,4447,14,Ad Click,2020-06-26T05:28:00,twitter
14957,630,41,Form Fill,2024-03-23T16:48:00,
14958,4336,93,Email Click,2023-12-23T21:19:00,
14959,4156,200,Form Fill,2024-07-30T13:52:00,twitter
14960,1487,87,,2021-08-08T07:27:00,
14961,7108,199,Email Open,2024-04-14T02:40:00,
14962,7699,131,Email Click,2020-10-26T20:45:00,
14963,3902,133,Email Open,2022-04-16T23:15:00,
14964,6549,70,Email Click,2022-09-24T19:43:00,
14965,6266,197,Content Download,2022-10-29T00:50:00,
14966,4572,192,Webinar Registration,2021-02-21T01:33:00,
14967,2965,106,Content Download,2023-06-24T14:25:00,
14968,7484,186,Email Open,2024-09-24T14:23:00,
14969,5789,117,Ad Click,2022-09-25T12:22:00,direct
14970,3267,9,Email Bounce,2023-12-25T02:02:00,
14971,4999,123,Form Fill,2020-01-31T19:19:00,facebook
14972,5486,136,Content Download,2021-01-19T10:27:00,
14973,1377,74,Page Visit,2024-09-24T22:08:00,
14974,7024,27,Email Click,2022-02-05T05:09:00,
14975,4867,13,Page Visit,2024-12-20T00:00:00,direct
14976,883,95,Page Visit,2022-05-06T22:36:00,google
14977,2916,154,Webinar Registration,2021-07-22T17:21:00,
14978,7647,61,Email Open,2024-03-08T13:32:00,
14979,4020,102,Email Open,2020-03-19T20:28:00,
14980,7499,45,Email Click,2024-10-13T06:37:00,
14981,6599,32,Email Click,2024-06-18T17:54:00,
14982,4255,190,Content Download,2024-07-19T22:28:00,
14983,3315,52,Email Open,2023-12-23T16:14:00,
14984,1514,,Content Download,2020-06-28T06:03:00,
14985,3356,27,Page Visit,2022-01-05T09:00:00,facebook
14986,2814,147,Content Download,2023-10-23T07:03:00,
14987,2003,75,Content Download,2024-12-27T11:18:00,
14988,1223,60,Content Download,2021-04-13T09:08:00,
14989,426,154,,2021-06-25T03:30:00,linkedin
14990,2869,99,Page Visit,2021-01-31T16:20:00,facebook
14991,6031,,Page Visit,2024-12-24T12:19:00,google
14992,404,95,Page Visit,2022-06-09T17:20:00,google
14993,1515,199,Email Open,2024-03-07T22:15:00,
14994,5397,47,Page Visit,2024-05-22T18:33:00,
14995,3694,23,Email Click,2020-07-18T02:37:00,
14996,3238,30,Content Download,2020-02-13T20:58:00,
14997,1603,190,Form Fill,2024-10-12T09:48:00,google
14998,5340,156,Content Download,2020-07-27T13:29:00,
14999,4783,198,Email Open,2023-12-14T04:36:00,
15000,3233,9,Form Fill,2024-01-05T20:53:00,google
15001,4412,118,Form Fill,2023-10-20T04:51:00,linkedin
15002,5222,129,Content Download,2024-02-15T18:58:00,
15003,7194,153,Page Visit,2024-08-20T23:34:00,
15004,1499,147,Webinar Registration,2023-11-26T01:59:00,
15005,4336,191,Email Click,2023-12-17T20:29:00,
15006,816,183,Webinar Attended,2022-09-23T03:31:00,
15007,3192,185,Webinar Attended,2022-05-06T16:24:00,
15008,4263,66,Content Download,2022-02-27T05:58:00,
15009,7221,188,Ad Click,2024-12-31T00:00:00,linkedin
15010,7904,103,Form Fill,2023-01-05T03:59:00,direct
15011,3973,38,Email Click,2020-05-02T01:42:00,
15012,177,146,Page Visit,2023-05-24T13:41:00,twitter
15013,316,178,Content Download,2024-02-03T18:02:00,
15014,4206,86,Email Click,2020-11-30T14:51:00,
15015,5574,93,Email Open,2024-01-27T10:59:00,
15016,4214,47,Page Visit,2024-04-11T11:16:00,twitter
15017,2103,80,Email Click,2023-01-08T21:35:00,
15018,4849,174,Email Open,2021-03-27T06:59:00,
15019,5344,,Email Open,2024-12-02T11:15:00,
15020,5369,83,Webinar Registration,2021-07-30T17:00:00,
15021,129,10,Content Download,2021-10-24T08:46:00,
15022,6322,182,Unsubscribe,2022-03-20T00:54:00,
15023,4705,187,Ad Click,2030-03-15T14:30:00,facebook
15024,1692,41,Form Fill,2024-03-10T16:44:00,facebook
15025,6242,19,Ad Click,2022-02-04T13:56:00,google
15026,6653,115,Content Download,2023-09-08T06:02:00,
15027,5043,91,,2020-07-10T11:43:00,direct
15028,4415,33,Email Click,2021-07-15T14:38:00,
15029,3245,74,Email Click,2024-09-07T08:00:00,
15030,412,,Email Click,2021-04-09T03:28:00,
15031,2563,156,Content Download,2020-08-08T07:32:00,
15032,4354,60,Webinar Registration,2021-04-10T08:47:00,
15033,2886,124,Webinar Attended,2021-11-21T09:25:00,
15034,5920,189,Email Click,2021-08-24T05:01:00,
15035,4945,2,Form Fill,2023-08-28T07:08:00,facebook
15036,126,146,Unsubscribe,2023-05-19T22:13:00,
15037,7040,148,Ad Click,2021-09-20T00:01:00,
15038,4937,73,Page Visit,2022-11-08T15:41:00,google
15039,3477,107,Email Open,2022-09-07T02:23:00,
15040,6380,135,Ad Click,2024-07-28T19:30:00,facebook
15041,5121,36,Email Click,2020-08-06T00:24:00,
15042,3202,127,Content Download,2023-12-01T13:03:00,
15043,6160,83,Ad Click,2021-06-18T20:41:00,linkedin
15044,1286,52,Content Download,2023-12-17T10:04:00,
15045,3725,78,Form Fill,2023-08-10T04:51:00,google
15046,4324,64,Email Open,2023-09-04T18:28:00,
15047,977,91,Email Open,2020-08-17T11:19:00,
15048,3022,51,Webinar Registration,2020-07-19T08:07:00,
15049,4991,158,Page Visit,2020-08-11T19:19:00,linkedin
15050,5258,194,Email Open,2020-11-22T18:18:00,
15051,570,164,Email Open,2023-06-05T19:55:00,
15052,3615,106,Email Click,2023-06-20T20:49:00,
15053,6324,185,Content Download,2022-04-28T12:46:00,
15054,4570,14,Page Visit,2020-05-23T07:47:00,facebook
15055,3892,86,Email Open,2021-02-01T02:51:00,
15056,7087,48,Email Open,2023-01-20T18:57:00,
15057,5822,119,Email Open,2022-10-22T13:50:00,
15058,3313,82,,2021-11-14T10:07:00,direct
15059,6841,24,Webinar Registration,2021-12-07T17:48:00,
15060,6430,89,Email Open,2021-01-05T12:41:00,
15061,7562,79,Webinar Attended,2021-06-02T18:34:00,
15062,4274,79,Content Download,2021-05-24T09:21:00,
15063,3291,12,Email Open,2020-10-01T18:17:00,
15064,878,97,Webinar Attended,2021-08-12T20:33:00,
15065,7363,71,Email Click,2021-10-09T12:35:00,
15066,3015,48,Ad Click,2022-12-31T08:25:00,linkedin
15067,5013,190,Ad Click,2024-08-30T11:00:00,twitter
15068,6030,4,Email Bounce,2030-03-15T14:30:00,
15069,3171,148,Email Click,2021-10-09T06:31:00,
15070,4982,,Form Fill,2024-09-14T21:02:00,direct
15071,2498,193,Email Open,2020-08-04T09:25:00,
15072,5438,116,Form Fill,2024-12-09T14:45:00,referral
15073,7825,11,Ad Click,2024-02-02T08:52:00,google
15074,667,110,Page Visit,2024-02-23T14:47:00,linkedin
15075,2120,64,Content Download,2023-08-21T01:19:00,
15076,4107,149,Email Click,2024-04-24T06:25:00,
15077,2131,153,Ad Click,2024-07-16T12:10:00,google
15078,1488,94,Email Click,2024-12-28T00:00:00,
15079,6378,50,Email Open,2022-07-07T13:41:00,
15080,6168,178,Ad Click,2024-01-20T17:11:00,linkedin
15081,6478,26,Webinar Attended,2020-11-12T20:05:00,
15082,6660,43,Webinar Registration,2022-08-07T12:30:00,
15083,6074,6,Email Click,2023-07-14T08:07:00,
15084,3140,49,Form Fill,2024-09-06T17:00:00,google
15085,2909,64,Email Bounce,2023-09-23T17:04:00,
15086,604,188,Content Download,2024-11-01T19:31:00,
15087,597,143,Ad Click,2022-06-22T19:45:00,twitter
15088,5917,18,Email Open,2020-03-05T17:17:00,
15089,1316,79,Webinar Attended,2021-04-13T05:19:00,
15090,107,,Form Fill,2022-12-15T18:27:00,
15091,3080,58,Email Click,2023-06-08T01:25:00,
15092,4521,169,Email Open,2023-01-26T08:51:00,
15093,3576,34,Form Fill,2023-06-19T19:24:00,facebook
15094,2721,188,Ad Click,2024-12-12T00:00:00,linkedin
15095,2886,159,Email Bounce,2022-07-12T16:16:00,
15096,2410,25,Content Download,2022-08-08T09:48:00,
15097,2374,127,Email Click,2023-11-18T02:33:00,
15098,3909,97,Page Visit,2021-10-12T23:18:00,linkedin
15099,5310,,Webinar Registration,2020-08-20T11:44:00,
15100,7159,49,Page Visit,2024-09-03T05:43:00,
15101,5666,159,Email Click,2022-06-05T09:24:00,
15102,6934,18,Ad Click,2020-03-26T14:53:00,linkedin
15103,3868,122,,2020-09-09T00:22:00,
15104,7425,103,Form Fill,2022-12-21T16:11:00,twitter
15105,4383,5,Email Open,2024-12-04T00:00:00,
15106,3701,54,Form Fill,2022-02-22T04:01:00,google
15107,2147,39,Email Open,2024-08-01T22:03:00,
15108,6946,188,Page Visit,2024-12-25T16:24:00,
15109,6130,136,Form Fill,2021-01-14T20:48:00,facebook
15110,7557,127,Unsubscribe,2023-11-11T21:22:00,
15111,7676,136,Email Open,2021-01-12T00:20:00,
15112,2071,163,Unsubscribe,2024-08-20T23:06:00,
15113,7580,152,Content Download,2024-08-22T08:37:00,
15114,5408,,Page Visit,2020-11-24T23:15:00,direct
15115,6685,179,Email Open,2022-01-11T18:43:00,
15116,6863,14,Webinar Registration,2020-06-27T00:15:00,
15117,1829,44,Ad Click,2024-08-25T16:17:00,twitter
15118,141,172,Unsubscribe,2022-05-23T03:55:00,
15119,288,31,Unsubscribe,2024-03-30T14:00:00,
15120,4679,175,Email Open,2021-03-10T13:54:00,
15121,7925,125,Form Fill,2023-09-30T01:43:00,linkedin
15122,7173,78,Email Bounce,2023-09-07T04:59:00,
15123,7383,44,Email Open,2024-08-18T00:28:00,
15124,1642,133,Email Open,2022-04-15T20:17:00,
15125,2909,165,Email Bounce,2020-10-14T19:45:00,
15126,4911,99,Email Open,2021-01-30T18:52:00,
15127,2110,105,Email Open,2020-03-15T03:36:00,
15128,2689,129,Email Open,2030-03-15T14:30:00,
15129,4689,,Email Open,2022-08-16T23:51:00,
15130,978,156,Content Download,2020-08-09T09:30:00,
15131,1254,14,Email Open,2030-03-15T14:30:00,
15132,4120,83,Content Download,2021-06-25T09:51:00,
15133,5179,97,Webinar Attended,2021-08-02T15:13:00,
15134,4363,69,Ad Click,2021-07-21T20:15:00,
15135,1169,71,Webinar Registration,2021-10-05T12:40:00,
15136,6782,179,Email Click,2022-02-10T20:16:00,
15137,1747,50,Page Visit,2022-08-09T12:48:00,direct
15138,1353,119,Page Visit,2022-10-12T20:23:00,referral
15139,2091,198,Form Fill,2023-12-22T13:09:00,direct
15140,4383,21,Content Download,2023-01-19T21:07:00,
15141,1282,67,Email Open,2020-04-13T14:09:00,
15142,5649,191,Email Open,2023-12-10T21:40:00,
15143,5553,142,Form Fill,2022-12-13T07:05:00,linkedin
15144,1926,148,Ad Click,2021-10-04T03:14:00,facebook
15145,6453,54,Content Download,2022-01-24T16:32:00,
15146,5828,7,Ad Click,2020-11-19T17:58:00,google
15147,6081,64,Ad Click,2023-09-04T13:51:00,linkedin
15148,2649,161,Email Click,2024-08-25T00:00:00,
15149,5322,3,Ad Click,2023-08-22T21:44:00,direct
15150,3879,174,Email Click,2021-04-07T21:35:00,
15151,1312,114,Email Open,2020-08-24T09:51:00,
15152,1716,189,Email Open,2021-09-24T02:24:00,
15153,7560,8,Email Open,2022-04-13T15:45:00,
15154,4310,169,Email Click,2022-11-15T21:23:00,
15155,6122,,Content Download,2021-08-21T02:50:00,
15156,3983,72,Webinar Registration,2022-05-03T21:12:00,
15157,374,17,Email Open,2021-07-26T16:13:00,
15158,3740,64,Email Open,2023-08-22T13:30:00,
15159,3197,87,Webinar Registration,2021-08-22T04:55:00,
15160,5425,154,Ad Click,2021-06-21T03:36:00,direct
15161,4810,200,Email Open,2024-06-15T22:42:00,
15162,5436,143,Webinar Attended,2022-07-11T11:02:00,
15163,2012,187,Page Visit,2023-02-18T19:48:00,google
15164,2614,59,,2021-12-09T03:11:00,
15165,5425,128,Email Open,2020-10-06T20:32:00,
15166,5907,171,Email Click,2021-01-17T03:08:00,
15167,7787,165,Email Open,2030-03-15T14:30:00,
15168,7445,198,Page Visit,2023-12-31T12:30:00,linkedin
15169,3334,,Page Visit,2030-03-15T14:30:00,twitter
15170,1997,35,Email Open,2022-12-20T07:14:00,
15171,7489,58,Unsubscribe,2023-06-16T16:53:00,
15172,6837,1,Ad Click,2020-06-27T08:26:00,twitter
15173,7666,86,Email Open,2030-03-15T14:30:00,
15174,2768,69,Email Open,2021-08-06T19:49:00,
15175,165,37,Form Fill,2024-12-21T00:00:00,google
15176,344,174,Content Download,2021-04-07T09:41:00,
15177,5145,101,Page Visit,2021-03-15T12:15:00,referral
15178,5062,83,Email Open,2021-07-29T04:15:00,
15179,3723,89,Content Download,2021-01-24T14:53:00,
15180,4080,174,Content Download,2021-04-03T17:14:00,
15181,7128,159,Form Fill,2022-05-13T22:45:00,linkedin
15182,1109,140,Email Click,2021-06-28T03:42:00,
15183,4568,112,Ad Click,2020-02-08T08:36:00,twitter
15184,3097,84,Email Click,2024-01-19T08:19:00,
15185,3503,136,Page Visit,2021-01-08T16:48:00,direct
15186,1285,94,Email Open,2024-12-13T00:00:00,
15187,4864,98,Email Open,2023-01-07T23:32:00,
15188,7967,128,Form Fill,2020-08-29T01:57:00,google
15189,4290,104,Page Visit,2023-06-14T05:18:00,facebook
15190,441,35,Content Download,2023-02-04T18:41:00,
15191,7780,10,Email Open,2021-10-30T06:56:00,
15192,4106,83,Webinar Registration,2021-06-21T23:16:00,
15193,6530,160,Email Open,2021-03-31T20:03:00,
15194,3063,42,,2020-05-22T06:00:00,
15195,2562,160,Unsubscribe,2021-04-06T21:00:00,
15196,3596,57,Form Fill,2023-09-16T10:26:00,facebook
15197,7307,48,Content Download,2023-01-02T14:46:00,
15198,3204,137,Content Download,2020-09-30T10:49:00,
15199,1629,87,Page Visit,2021-08-18T18:08:00,direct
15200,1396,34,Form Fill,2023-05-28T15:22:00,google
15201,5410,104,Webinar Attended,2023-06-20T16:12:00,
15202,7862,103,Email Open,2022-12-19T00:02:00,
15203,1047,18,Form Fill,2020-03-01T14:48:00,google
15204,6748,112,Webinar Attended,2020-02-07T16:26:00,
15205,7892,33,Ad Click,2021-06-24T07:48:00,facebook
15206,465,195,Webinar Registration,2022-02-11T17:13:00,
15207,7358,102,Email Click,2020-03-18T11:16:00,
15208,7674,34,Content Download,2023-06-13T13:22:00,
15209,7003,,Email Open,2023-03-16T03:04:00,
15210,4049,197,Content Download,2022-10-10T08:37:00,
15211,7475,48,Ad Click,2023-01-22T10:08:00,facebook
15212,83,57,Email Open,2023-08-26T01:21:00,
15213,3203,55,Email Open,2023-11-23T03:02:00,
15214,417,189,Form Fill,2021-10-08T11:04:00,direct
15215,1532,158,Email Open,2020-08-15T13:19:00,
15216,697,119,Email Open,2022-11-13T19:22:00,
15217,5151,114,Webinar Registration,2020-08-31T02:01:00,
15218,4537,113,Webinar Attended,2021-10-25T18:27:00,
15219,5915,174,Page Visit,2021-04-02T22:53:00,direct
15220,6119,134,Content Download,2030-03-15T14:30:00,
15221,2785,163,Webinar Registration,2024-08-15T23:45:00,
15222,515,89,Content Download,2021-01-24T12:03:00,
15223,5050,144,Email Click,2022-12-17T03:40:00,
15224,7797,150,Page Visit,2020-09-09T13:02:00,facebook
15225,2702,123,Email Click,2020-02-12T03:15:00,
15226,5776,67,Unsubscribe,2020-04-21T03:41:00,
15227,5600,97,Form Fill,2021-08-04T03:42:00,twitter
15228,7475,,,2020-09-25T12:12:00,
15229,7448,103,Email Open,2022-12-31T17:53:00,
15230,2950,73,Page Visit,2022-10-30T05:48:00,facebook
15231,7177,51,Webinar Registration,2020-07-12T11:58:00,
15232,175,145,Page Visit,2023-03-25T20:38:00,twitter
15233,3709,122,Ad Click,2020-08-22T20:32:00,google
15234,7252,1,Content Download,2020-07-20T10:02:00,
15235,7724,56,Webinar Attended,2020-09-15T20:41:00,
15236,5860,7,Email Click,2020-11-06T16:46:00,
15237,7813,173,Webinar Registration,2022-10-24T08:14:00,
15238,2971,195,Email Open,2022-02-03T22:45:00,
15239,614,158,Email Open,2020-07-14T00:48:00,
15240,7379,31,Page Visit,2024-04-01T18:54:00,referral
15241,405,95,Webinar Attended,2022-07-10T15:37:00,
15242,3870,138,Email Click,2024-08-15T07:28:00,
15243,3265,121,Form Fill,2021-03-26T04:41:00,direct
15244,5736,23,Email Bounce,2020-07-15T19:40:00,
15245,437,149,Content Download,2024-04-08T23:58:00,
15246,1040,57,Email Open,2023-11-05T03:14:00,
15247,4167,33,Form Fill,2021-07-14T15:25:00,
15248,5585,109,Email Open,2023-01-23T17:11:00,
15249,7797,95,Email Open,2022-07-01T21:26:00,
15250,4245,157,Form Fill,2021-10-02T16:19:00,direct
15251,2252,123,Content Download,2020-02-08T09:41:00,
15252,4868,58,Form Fill,2023-06-03T02:41:00,
15253,5035,,Content Download,2024-08-19T16:29:00,
15254,2117,111,Email Open,2020-05-28T11:08:00,
15255,3793,68,Ad Click,2023-06-25T01:24:00,google
15256,4589,196,Email Bounce,2023-02-23T17:24:00,
15257,1096,88,Email Click,2022-07-14T10:45:00,
15258,4666,77,Form Fill,2023-11-20T22:45:00,google
15259,1001,45,Form Fill,2024-10-11T21:25:00,referral
15260,3037,118,Webinar Registration,2024-01-08T03:29:00,
15261,7319,114,Page Visit,2020-09-17T09:05:00,facebook
15262,7177,164,Page Visit,2023-05-31T08:01:00,google
15263,4000,100,Unsubscribe,2021-09-17T07:21:00,
15264,2226,113,Content Download,2021-11-01T13:39:00,
15265,5267,187,Email Click,2023-02-14T13:38:00,
15266,477,137,Email Open,2020-10-17T08:04:00,
15267,6805,135,Form Fill,2024-04-24T19:34:00,twitter
15268,6607,158,Email Open,2020-08-08T07:54:00,
15269,7714,41,Email Open,2024-03-22T04:04:00,
15270,7917,156,Email Click,2020-07-28T04:19:00,
15271,1682,28,Webinar Registration,2023-03-01T17:06:00,
15272,6159,199,Email Open,2024-03-31T14:50:00,
15273,1678,131,Email Open,2020-10-06T14:16:00,
15274,7940,74,Form Fill,2024-08-23T13:18:00,
15275,2735,63,Content Download,2023-10-17T19:49:00,
15276,4181,182,Webinar Attended,2022-04-06T05:24:00,
15277,3850,140,Ad Click,2021-06-25T02:40:00,facebook
15278,1052,150,Ad Click,2020-10-14T00:52:00,facebook
15279,6873,63,Ad Click,2023-11-23T05:03:00,linkedin
15280,5929,192,Email Open,2021-02-19T15:21:00,
15281,6453,46,Email Open,2024-08-31T13:03:00,
15282,6007,106,Content Download,2023-07-06T07:57:00,
15283,4163,102,Ad Click,2020-04-04T12:41:00,linkedin
15284,1633,11,Email Bounce,2024-02-14T03:23:00,
15285,5406,122,Form Fill,2020-09-04T09:54:00,direct
15286,1571,88,Email Open,2022-08-01T08:33:00,
15287,923,85,Email Open,2020-10-09T12:02:00,
15288,848,30,Email Open,2020-01-31T10:34:00,
15289,7770,21,Email Open,2023-01-13T13:13:00,
15290,7218,167,Ad Click,2020-09-27T03:29:00,facebook
15291,5903,147,Email Open,2023-12-13T16:06:00,
15292,1499,18,Email Click,2020-03-11T22:33:00,
15293,7441,182,Form Fill,2022-04-14T11:47:00,referral
15294,4255,11,Webinar Registration,2024-02-17T03:48:00,
15295,4518,140,Email Open,2021-07-13T17:59:00,
15296,7613,,Webinar Registration,2022-11-05T20:24:00,
15297,624,195,Webinar Attended,2021-12-13T03:17:00,
15298,6633,105,Webinar Attended,2020-03-11T14:14:00,
15299,1730,10,Webinar Registration,2021-12-11T03:52:00,
15300,2093,76,Email Click,2024-06-04T22:18:00,
15301,1298,157,Email Bounce,2021-10-20T12:03:00,
15302,6404,158,Form Fill,2020-07-23T20:09:00,direct
15303,1926,160,Webinar Registration,2021-04-05T16:29:00,
15304,4515,43,Page Visit,2022-06-24T07:21:00,direct
15305,923,138,Email Click,2024-09-22T15:38:00,
15306,422,167,Content Download,2020-09-07T14:49:00,
15307,5548,98,Email Click,2022-12-22T00:29:00,
15308,5275,146,Form Fill,2023-05-03T12:47:00,linkedin
15309,2954,10,Form Fill,2021-10-07T09:43:00,facebook
15310,1220,19,Content Download,2022-02-15T06:46:00,
15311,989,123,Email Click,2020-02-18T18:39:00,
15312,6290,96,Email Click,2021-11-07T21:25:00,
15313,3761,85,Ad Click,2020-10-04T03:15:00,direct
15314,3229,,Email Open,2020-10-28T14:34:00,
15315,7551,43,Content Download,2022-08-06T00:51:00,
15316,6379,104,Email Open,2023-07-16T13:30:00,
15317,5092,175,Email Open,2021-02-11T02:23:00,
15318,808,131,Form Fill,2020-10-08T20:00:00,linkedin
15319,1323,91,Form Fill,2020-07-06T20:57:00,twitter
15320,1404,16,Webinar Registration,2020-06-20T21:49:00,
15321,3104,31,Email Open,2024-04-06T08:27:00,
15322,5590,,Content Download,2022-07-08T18:17:00,
15323,1453,113,Content Download,2021-12-16T16:46:00,
15324,4887,96,Form Fill,2021-11-03T20:01:00,direct
15325,1649,,Email Open,2024-01-11T01:05:00,
15326,4453,35,Email Open,2022-11-17T21:33:00,
15327,492,98,Content Download,2022-11-22T20:38:00,
15328,5290,190,Content Download,2024-10-04T18:10:00,
15329,2235,166,Email Open,2023-12-05T08:40:00,
15330,4162,87,Form Fill,2021-08-10T11:58:00,
15331,5320,84,Webinar Registration,2024-01-10T06:46:00,
15332,6113,32,Unsubscribe,2024-04-14T07:52:00,
15333,6689,146,Form Fill,2023-05-16T08:36:00,direct
15334,7347,28,Form Fill,2023-03-08T18:40:00,
15335,4773,48,Ad Click,2023-01-12T14:49:00,google
15336,4996,112,Webinar Registration,2020-02-24T11:39:00,
15337,3500,39,Unsubscribe,2024-07-16T04:48:00,
15338,2043,,Page Visit,2020-11-20T03:08:00,linkedin
15339,3221,37,Content Download,2024-12-03T06:24:00,
15340,2495,188,Email Open,2024-12-01T16:42:00,
15341,6565,32,Email Open,2024-05-25T10:13:00,
15342,6550,183,Email Open,2022-09-17T02:40:00,
15343,4501,62,Email Open,2022-02-06T16:30:00,
15344,7542,,Email Open,2021-10-18T17:11:00,
15345,3689,84,Page Visit,2024-01-17T09:05:00,referral
15346,1304,167,Email Click,2020-08-17T03:06:00,
15347,5633,150,Form Fill,2020-09-16T17:16:00,referral
15348,3715,76,Page Visit,2024-06-21T17:03:00,direct
15349,769,105,Email Open,2020-03-13T07:03:00,
15350,2013,109,Email Open,2022-12-17T01:09:00,
15351,6146,8,Page Visit,2022-04-16T17:29:00,facebook
15352,3570,199,Content Download,2024-04-07T23:32:00,
15353,6374,55,Email Bounce,2023-12-02T17:33:00,
15354,2138,173,Email Click,2022-10-19T10:17:00,
15355,3059,43,Email Open,2022-07-30T03:11:00,
15356,6836,110,Email Open,2024-02-20T07:09:00,
15357,1534,131,Form Fill,2020-09-24T03:15:00,direct
15358,2087,68,,2023-08-06T09:07:00,facebook
15359,2247,61,Email Open,2024-02-27T19:09:00,
15360,6073,92,Form Fill,2020-09-25T09:11:00,twitter
15361,7495,,Page Visit,2020-11-04T09:23:00,linkedin
15362,6733,118,Webinar Registration,2024-01-22T07:24:00,
15363,6247,71,Email Open,2021-10-16T09:07:00,
15364,5086,38,Webinar Attended,2020-04-21T16:50:00,
15365,7216,183,Email Bounce,2022-09-23T15:17:00,
15366,2828,87,Unsubscribe,2021-08-15T23:16:00,
15367,4473,149,Webinar Registration,2024-06-10T09:58:00,
15368,7997,107,Email Open,2022-09-10T00:56:00,
15369,7285,81,Email Bounce,2020-04-26T02:55:00,
15370,5449,164,Webinar Attended,2023-06-25T03:48:00,
15371,1848,182,Ad Click,2022-04-05T22:07:00,twitter
15372,3221,69,Page Visit,2021-07-17T00:57:00,twitter
15373,5126,4,Page Visit,2021-07-21T15:45:00,google
15374,3199,108,Form Fill,2021-06-04T15:00:00,
15375,6855,44,Email Open,2024-10-27T06:32:00,
15376,717,48,Content Download,2023-01-09T15:12:00,
15377,3708,109,Email Open,2023-01-26T00:46:00,
15378,4964,146,Email Open,2023-05-02T07:46:00,
15379,5886,93,Email Click,2024-01-30T05:30:00,
15380,3244,180,Page Visit,2024-12-10T09:05:00,facebook
15381,3141,146,Ad Click,2023-06-02T22:16:00,twitter
15382,7866,144,Form Fill,2023-02-15T01:17:00,google
15383,1911,53,Form Fill,2024-01-26T02:52:00,linkedin
15384,2523,123,Email Click,2020-02-09T20:16:00,
15385,6514,179,Form Fill,2022-02-09T22:11:00,linkedin
15386,5544,2,Email Open,2023-07-08T03:03:00,
15387,5074,39,Webinar Registration,2024-08-22T21:39:00,
15388,1704,108,Page Visit,2021-07-27T21:44:00,linkedin
15389,75,195,Webinar Registration,2022-02-13T20:21:00,
15390,6249,95,Webinar Attended,2022-06-07T07:53:00,
15391,4658,6,Content Download,2023-07-12T17:57:00,
15392,5358,33,Unsubscribe,2021-06-24T05:11:00,
15393,3220,145,Page Visit,2023-03-21T14:52:00,
15394,5818,67,Email Open,2020-04-28T06:12:00,
15395,6297,102,Form Fill,2020-04-14T16:48:00,direct
15396,7385,110,Ad Click,2024-02-19T04:59:00,twitter
15397,1536,91,Email Open,2020-07-24T19:48:00,
15398,7187,132,Email Click,2020-10-21T10:10:00,
15399,6836,44,Content Download,2024-08-30T16:38:00,
15400,4538,52,Email Click,2024-01-08T12:34:00,
15401,5536,59,Email Open,2030-03-15T14:30:00,
15402,4483,176,Webinar Registration,2021-08-09T09:13:00,
15403,1628,7,Webinar Attended,2020-12-01T04:02:00,
15404,3118,,Email Click,2020-04-23T16:41:00,
15405,3393,178,Page Visit,2024-01-26T12:20:00,referral
15406,6599,55,Ad Click,2023-12-02T22:52:00,referral
15407,1356,7,Unsubscribe,2020-10-23T19:19:00,
15408,132,33,Webinar Attended,2021-07-30T20:34:00,
15409,6040,11,Email Click,2024-02-12T23:13:00,
15410,5384,145,Email Open,2023-03-18T05:56:00,
15411,7966,197,Ad Click,2022-11-04T12:17:00,twitter
